cluster.index	parent.mass	RTMean	LibraryID	MetFragID	MetFragSC	FusionID	FusionSC	ConsensusID	ConsensusSC
14532	286.2013	0	N/A	SN00074689#SN00047823#SN00015809#SN00015924	Organic acids and derivatives#Organoheterocyclic compounds#Benzenoids			SN00366228#SN00380745#CHEBI:71012	Organoheterocyclic compounds#Lipids and lipid-like molecules
14533	690.3202	0	N/A	SN00172686#SN00352550#SN00370163	Phenylpropanoids and polyketides#Organic acids and derivatives			SN00172686#SN00352550#SN00370163	Phenylpropanoids and polyketides#Organic acids and derivatives
14534	351.1916	0	N/A	CHEBI:101600#SN00016681#SN00078353#CHEBI:85992	Organic oxygen compounds#Organic acids and derivatives#Organoheterocyclic compounds			CHEBI:101600#SN00016681#SN00078353#CHEBI:85992	Organic oxygen compounds#Organic acids and derivatives#Organoheterocyclic compounds
14535	475.2341	0	N/A	CHEBI:122763#SN00013131#SN00005321#SN00092291#CHEBI:130659#CCMSLIB00000079787#CCMSLIB00000079769#SN00027069#SN00025454#CHEBI:99491#CHEBI:121340#SN00016043#SN00019237#SN00327256	Phenylpropanoids and polyketides#Organoheterocyclic compounds#Organic acids and derivatives#Benzenoids#Alkaloids and derivatives			CHEBI:122763#SN00013131#SN00005321#SN00092291#CHEBI:130659#CCMSLIB00000079787#CCMSLIB00000079769#SN00027069#SN00025454#CHEBI:99491#CHEBI:121340#SN00016043#SN00019237#SN00327256	Phenylpropanoids and polyketides#Organoheterocyclic compounds#Organic acids and derivatives#Benzenoids#Alkaloids and derivatives
14536	577.3606	0	N/A	SN00403651#SN00362286#SN00396705	Lipids and lipid-like molecules			SN00403651#SN00362286#SN00396705	Lipids and lipid-like molecules
14537	416.3012	0	N/A	SN00255466#SN00387485#SN00018266	Organic acids and derivatives#Organoheterocyclic compounds			SN00255466#SN00387485#SN00018266	Organic acids and derivatives#Organoheterocyclic compounds
14539	388.2699	0	N/A	SN00017731#SN00035396#SN00164260	Organic oxygen compounds#Benzenoids#Lipids and lipid-like molecules			SN00017731#SN00035396#SN00164260	Organic oxygen compounds#Benzenoids#Lipids and lipid-like molecules
14540	488.307	0	N/A	SN00401192#SN00369957#SN00271181#SN00322000	Organic acids and derivatives			SN00097373#CHEBI:122046#SN00009041#SN00166625#SN00168508	Alkaloids and derivatives#Organoheterocyclic compounds#Lipids and lipid-like molecules
14541	248.1492	0	N/A	SN00288586#SN00319190#SN00390744	Organic oxygen compounds			SN00288586#SN00319190#SN00390744	Organic oxygen compounds
14544	359.3012	0	N/A	SN00143438#SN00393733	Alkaloids and derivatives#Organoheterocyclic compounds			SN00318940#SN00379169#SN00235383	Organoheterocyclic compounds#Lipids and lipid-like molecules
14545	386.2542	0	N/A	SN00003886#SN00024797#CHEBI:3223	Organic acids and derivatives#Organoheterocyclic compounds			SN00003886#SN00024797#CHEBI:3223	Organic acids and derivatives#Organoheterocyclic compounds
14550	503.3368	0	N/A	SN00303836#SN00349231#SN00258375#SN00230889#SN00234217#SN00389754#SN00304850	Lipids and lipid-like molecules#Organic oxygen compounds	SN00226500#SN00366079#SN00169923#SN00337745#SN00224933#SN00395862#SN00340415#SN00392736#SN00265450#SN00320712#SN00291753#SN00171205#SN00276536#SN00356111#SN00256154#SN00370074#SN00344192#SN00333234	Lipids and lipid-like molecules	SN00226500#SN00366079#SN00169923#SN00337745#SN00224933#SN00395862#SN00340415#SN00392736#SN00265450#SN00320712#SN00291753#SN00171205#SN00276536#SN00356111#SN00256154#SN00370074#SN00344192#SN00333234	Lipids and lipid-like molecules
14553	334.1757	0	N/A	SN00005524#SN00035062	Organic oxygen compounds#Organoheterocyclic compounds			SN00025066#SN00018541	Benzenoids#Organic nitrogen compounds
14555	271.154	0	N/A	SN00292438#SN00398406#SN00317718#SN00356017#SN00039402	Lipids and lipid-like molecules#Organic acids and derivatives#Organoheterocyclic compounds			SN00292438#SN00398406#SN00317718#SN00356017#SN00039402	Lipids and lipid-like molecules#Organic acids and derivatives#Organoheterocyclic compounds
14558	308.1698	0	N/A	SN00098973#SN00008845#SN00272769#SN00008517	Organoheterocyclic compounds#Benzenoids			SN00098973#SN00008845#SN00272769#SN00008517	Organoheterocyclic compounds#Benzenoids
14560	616.3877	0	N/A						
14561	489.195	0	N/A	SN00018902#SN00004412#SN00012019#CHEBI:116462#SN00086100	Organic acids and derivatives#Alkaloids and derivatives#Organoheterocyclic compounds			SN00018902#SN00004412#SN00012019#CHEBI:116462#SN00086100	Organic acids and derivatives#Alkaloids and derivatives#Organoheterocyclic compounds
14564	488.3952	0	N/A						
14565	548.2876	0	N/A	SN00109276#SN00112947#CHEBI:4823#CHEBI:124564#SN00173386	Lipids and lipid-like molecules#Alkaloids and derivatives#Benzenoids			SN00109276#SN00112947#CHEBI:4823#CHEBI:124564#SN00173386	Lipids and lipid-like molecules#Alkaloids and derivatives#Benzenoids
14566	400.249	0	N/A	SN00284053#SN00307197#SN00003725#SN00288345	Alkaloids and derivatives#Phenylpropanoids and polyketides#Organic acids and derivatives#Organoheterocyclic compounds			SN00284053#SN00307197#SN00003725#SN00288345	Alkaloids and derivatives#Phenylpropanoids and polyketides#Organic acids and derivatives#Organoheterocyclic compounds
14571	625.3859	0	N/A	SN00345843#SN00248361#SN00227998	Phenylpropanoids and polyketides#Organic acids and derivatives			SN00331686#SN00380261	Lipids and lipid-like molecules
14573	263.2371	0	17-Octadecynoicacid	SN00170557#CHEBI:48322#SN00370200#CHEBI:48321#SN00127627#CHEBI:48334	Organic oxygen compounds#Lipids and lipid-like molecules#Organoheterocyclic compounds			SN00170557#CHEBI:48322#SN00370200#CHEBI:48321#SN00127627#CHEBI:48334	Organic oxygen compounds#Lipids and lipid-like molecules#Organoheterocyclic compounds
14574	380.1875	0	N/A	SN00018721#SN00018643#SN00115339#SN00022274	Organoheterocyclic compounds#Alkaloids and derivatives			SN00018721#SN00018643#SN00115339#SN00022274	Organoheterocyclic compounds#Alkaloids and derivatives
14576	400.2485	0	N/A	SN00003725#SN00284053#SN00307197#SN00288345	Organic acids and derivatives#Alkaloids and derivatives#Phenylpropanoids and polyketides#Organoheterocyclic compounds			SN00023943#SN00067415	Organic acids and derivatives
14577	560.4161	0	N/A						
14578	508.2753	0	N/A	CCMSLIB00005463532#SN00285103#SN00289268#SN00251710#SN00256063#SN00350532	Phenylpropanoids and polyketides#Lipids and lipid-like molecules#Benzenoids			CCMSLIB00005463532#SN00285103#SN00289268#SN00251710#SN00256063#SN00350532	Phenylpropanoids and polyketides#Lipids and lipid-like molecules#Benzenoids
14580	794.4743	0	N/A						
14581	346.3474	0	N/A						
14582	348.152	0	N/A	SN00010215#SN00010135#CHEBI:91784	Organic acids and derivatives#Organoheterocyclic compounds			SN00010215#SN00010135#CHEBI:91784	Organic acids and derivatives#Organoheterocyclic compounds
14583	212.176	0	N/A	SN00363690#SN00129529	Lipids and lipid-like molecules			SN00363690#SN00129529	Lipids and lipid-like molecules
14585	214.1916	0	N/A	SN00129535	Organic nitrogen compounds			SN00129535	Organic nitrogen compounds
14586	506.405	0	N/A						
14588	163.0791	0	N/A	CHEBI:80591#SN00349032#CHEBI:65241	Lipids and lipid-like molecules#Organic acids and derivatives			CHEBI:80591#SN00349032#CHEBI:65241	Lipids and lipid-like molecules#Organic acids and derivatives
14589	543.2599	0	N/A	CHEBI:96387#CHEBI:110134	Benzenoids			SN00377939#SN00299827#SN00273828#SN00268839#SN00311707#SN00341500	Lipids and lipid-like molecules#Organoheterocyclic compounds
14590	212.176	0	N/A	SN00363690#SN00129529	Lipids and lipid-like molecules			SN00363690#SN00129529	Lipids and lipid-like molecules
14591	436.2833	0	N/A	SN00098529#SN00088155#SN00311512#SN00031911#SN00019085	Organic acids and derivatives#Benzenoids#Organic oxygen compounds			SN00098529#SN00088155#SN00311512#SN00031911#SN00019085	Organic acids and derivatives#Benzenoids#Organic oxygen compounds
14593	504.3538	0	N/A						
14595	491.3742	0	N/A	SN00252911#SN00379095#SN00313726#CHEBI:69995#SN00328647#SN00375446#SN00393747#SN00231884#SN00241801#SN00384678	Lipids and lipid-like molecules			SN00170016#SN00171113#SN00384204	Lipids and lipid-like molecules#Organoheterocyclic compounds
14596	230.1866	0	N/A						
14597	163.079	0	N/A	CHEBI:80591#CHEBI:65241#SN00349032	Lipids and lipid-like molecules#Organic acids and derivatives			CHEBI:80591#CHEBI:65241#SN00349032	Lipids and lipid-like molecules#Organic acids and derivatives
14599	415.3049	0	N/A	CHEBI:79151#CHEBI:78967	Lipids and lipid-like molecules			CHEBI:79151#CHEBI:78967	Lipids and lipid-like molecules
14600	267.1432	0	N/A	SN00000071#CCMSLIB00000221614#CHEBI:92940	Benzenoids			SN00000071#CCMSLIB00000221614#CHEBI:92940	Benzenoids
14601	334.186	0	N/A	SN00046401#SN00035533#SN00002714	Organic acids and derivatives			SN00046401#SN00035533#SN00002714	Organic acids and derivatives
14603	536.3724	0	N/A	SN00330519#SN00136937#CHEBI:51390	Lipids and lipid-like molecules#Organoheterocyclic compounds			SN00330519#SN00136937#CHEBI:51390	Lipids and lipid-like molecules#Organoheterocyclic compounds
14604	327.1192	0	N/A	SN00275576#CHEBI:93452#SN00270138#CHEBI:92880#CHEBI:112976#CHEBI:109757#CHEBI:109794#CHEBI:114281#CHEBI:119950	Organic acids and derivatives#Organoheterocyclic compounds#Benzenoids			SN00162552#SN00019952#SN00143313#SN00045905#SN00063962#SN00338718#SN00303418	Lipids and lipid-like molecules#Phenylpropanoids and polyketides#Organoheterocyclic compounds
14606	494.3482	0	N/A	SN00319023#SN00016272	Lipids and lipid-like molecules#Organoheterocyclic compounds			SN00319023#SN00016272	Lipids and lipid-like molecules#Organoheterocyclic compounds
14608	360.2497	0	N/A	SN00007882#SN00049855#SN00007941#SN00056185	Benzenoids#Organoheterocyclic compounds			SN00294133#SN00113362#SN00031739#SN00031961#SN00026532	Organic acids and derivatives#Organoheterocyclic compounds#Benzenoids
14609	535.3976	0	N/A	SN00169336#SN00280097#SN00355594#SN00301113	Lipids and lipid-like molecules			SN00169336#SN00280097#SN00355594#SN00301113	Lipids and lipid-like molecules
14610	251.1853	0	N/A	SN00167027#SN00167034#SN00000001	Benzenoids			SN00167027#SN00167034#SN00000001	Benzenoids
14613	161.1076	0	Tryptamine	CHEBI:16765#SN00238023	Organoheterocyclic compounds	CHEBI:16765#SN00238023	Organoheterocyclic compounds	CHEBI:16765#SN00238023	Organoheterocyclic compounds
14614	177.1024	0	Serotonin	CHEBI:46144#CHEBI:28790#CHEBI:80959	Organoheterocyclic compounds	CHEBI:46144#CHEBI:28790#CHEBI:80959	Organoheterocyclic compounds	CHEBI:46144#CHEBI:28790#CHEBI:80959	Organoheterocyclic compounds
14615	362.2361	0	N/A	CHEBI:60297#SN00232382#SN00106312#SN00009081	Lipids and lipid-like molecules#Organoheterocyclic compounds#Benzenoids	SN00351085#SN00359013	Organoheterocyclic compounds#Organic oxygen compounds	SN00071332#SN00070826#SN00031894#SN00007883	Organoheterocyclic compounds#Organic acids and derivatives#Benzenoids
14617	160.0759	0	5-Amino-1-naphthol	CHEBI:18086#SN00306216#SN00392130#CCMSLIB00000221878	Organoheterocyclic compounds	SN00118540#SN00120164#CHEBI:34871	Benzenoids	CHEBI:18086#SN00306216#SN00392130#CCMSLIB00000221878	Organoheterocyclic compounds
14618	243.0871	0	Lumichrome	CHEBI:37323#CHEBI:75648#SN00303728#SN00258481#SN00389786#SN00327156#SN00159383#SN00256366#SN00134382	Organoheterocyclic compounds#Benzenoids#Organic oxygen compounds	CHEBI:37323#CHEBI:75648#SN00303728#SN00258481#SN00389786#SN00327156#SN00159383#SN00256366#SN00134382	Organoheterocyclic compounds#Benzenoids#Organic oxygen compounds	SN00307686#SN00243933#SN00248430#SN00301861#SN00319985	Organoheterocyclic compounds#Lipids and lipid-like molecules
14619	443.2783	0	N/A	SN00022198#SN00024818#SN00107551#SN00116144#SN00023858#CHEBI:131594	Organoheterocyclic compounds#Organic acids and derivatives#Lipids and lipid-like molecules			SN00319748#SN00275258#CHEBI:68999#SN00352469#SN00231181#SN00302659#SN00321186#SN00240900	Organic oxygen compounds#Lipids and lipid-like molecules
14620	232.1545	0	N/A	SN00357883#SN00252061#SN00213247	Organic acids and derivatives#Organoheterocyclic compounds	SN00002062#SN00011617		SN00002062#SN00011617	
14621	362.2356	0	N/A	CHEBI:60297#SN00232382#SN00009081#SN00106312	Lipids and lipid-like molecules#Organoheterocyclic compounds#Benzenoids	SN00351085#SN00359013	Organoheterocyclic compounds#Organic oxygen compounds	SN00071332#SN00070826#SN00031894#SN00007883	Organoheterocyclic compounds#Organic acids and derivatives#Benzenoids
14622	290.1666	0	N/A	SN00100274#SN00100172#SN00079027	Organic acids and derivatives			SN00100274#SN00100172#SN00079027	Organic acids and derivatives
14623	296.1519	0	N/A	SN00238549#SN00027990	Organic acids and derivatives#Lipids and lipid-like molecules	SN00238549#SN00027990	Organic acids and derivatives#Lipids and lipid-like molecules	SN00238549#SN00027990	Organic acids and derivatives#Lipids and lipid-like molecules
14625	263.1544	0	N/A	SN00118172#SN00132324#SN00117333#CHEBI:105745#SN00045957	Benzenoids#Organoheterocyclic compounds			SN00118172#SN00132324#SN00117333#CHEBI:105745#SN00045957	Benzenoids#Organoheterocyclic compounds
14626	344.353	0	N/A						
14627	299.2004	0	all-trans-4-Hydroxyretinoicacid	CHEBI:133794#SN00234729#CHEBI:68868#SN00388188#SN00214866#SN00276642	Lipids and lipid-like molecules#Organic oxygen compounds#Organoheterocyclic compounds	CHEBI:133794#SN00234729#CHEBI:68868#SN00388188#SN00214866#SN00276642	Lipids and lipid-like molecules#Organic oxygen compounds#Organoheterocyclic compounds	CHEBI:133794#SN00234729#CHEBI:68868#SN00388188#SN00214866#SN00276642	Lipids and lipid-like molecules#Organic oxygen compounds#Organoheterocyclic compounds
14628	279.134	0	N/A	SN00275203#SN00026852#SN00036022#CHEBI:74799#SN00312179	Organic acids and derivatives	SN00238384#CHEBI:120957#SN00035934#SN00022717#CHEBI:77674	Nucleosides, nucleotides, and analogues#Organoheterocyclic compounds	SN00238384#CHEBI:120957#SN00035934#SN00022717#CHEBI:77674	Nucleosides, nucleotides, and analogues#Organoheterocyclic compounds
14631	279.1496	0	N/A	SN00042672#SN00047153#SN00053982	Benzenoids#Organic acids and derivatives			SN00042672#SN00047153#SN00053982	Benzenoids#Organic acids and derivatives
14632	321.1902	0	N/A	SN00296108#SN00279557#SN00053958#SN00066357	Organic acids and derivatives#Phenylpropanoids and polyketides#Benzenoids			SN00041362#SN00331531#CHEBI:79223#CHEBI:79256	Lipids and lipid-like molecules#Organic oxygen compounds#Organic acids and derivatives
14633	318.1912	0	N/A	CHEBI:73052#SN00068276#SN00018092#CHEBI:112226#CHEBI:107822	Organic acids and derivatives#Organoheterocyclic compounds#Benzenoids			SN00153501#SN00153667#SN00153494#SN00153495#SN00153643	Phenylpropanoids and polyketides
14634	379.275	0	N/A	SN00106012#SN00026926#CHEBI:119007#SN00106427#SN00021909	Organic oxygen compounds#Benzenoids#Organoheterocyclic compounds			SN00166987#SN00112905	Organoheterocyclic compounds
14636	190.0688	0	N/A	CHEBI:17533	Organic acids and derivatives			CHEBI:29513#SN00215798#CHEBI:28245	Organic acids and derivatives
14637	393.2905	0	N/A	SN00141549#SN00026879#SN00107925	Lipids and lipid-like molecules#Organic acids and derivatives#Organoheterocyclic compounds			SN00141549#SN00026879#SN00107925	Lipids and lipid-like molecules#Organic acids and derivatives#Organoheterocyclic compounds
14640	273.1392	0	N/A	SN00044400#SN00047039#SN00262134#SN00022164#SN00164126	Organoheterocyclic compounds#Benzenoids			SN00044400#SN00047039#SN00262134#SN00022164#SN00164126	Organoheterocyclic compounds#Benzenoids
14641	313.1277	0	N/A	SN00242591#SN00345049#SN00169096#SN00396774#SN00363771#SN00358649#SN00381571	Lipids and lipid-like molecules#Organoheterocyclic compounds			SN00242591#SN00345049#SN00169096#SN00396774#SN00363771#SN00358649#SN00381571	Lipids and lipid-like molecules#Organoheterocyclic compounds
14643	376.2127	0	N/A	CHEBI:62935#SN00153499#SN00134648#SN00104942#SN00310538	Lipids and lipid-like molecules#Phenylpropanoids and polyketides#Organoheterocyclic compounds			CHEBI:62935#SN00153499#SN00134648#SN00104942#SN00310538	Lipids and lipid-like molecules#Phenylpropanoids and polyketides#Organoheterocyclic compounds
14644	287.1756	0	N/A	CHEBI:90609#CHEBI:40149#SN00090608	Organic acids and derivatives#Benzenoids#Organoheterocyclic compounds			CHEBI:68464#SN00113594	Organoheterocyclic compounds
14647	355.1293	0	N/A	SN00051332#SN00065370	Organoheterocyclic compounds			SN00390960#SN00145806#SN00146351#SN00054701#SN00152203#SN00146641#SN00128629	Benzenoids#Phenylpropanoids and polyketides#Organoheterocyclic compounds
14649	327.1006	0	N/A	SN00325902#SN00047809#CHEBI:114932#SN00340645	Organoheterocyclic compounds#Organic acids and derivatives			SN00325902#SN00047809#CHEBI:114932#SN00340645	Organoheterocyclic compounds#Organic acids and derivatives
14652	222.041	0	N/A	SN00034594#SN00327039	Phenylpropanoids and polyketides			SN00034594#SN00327039	Phenylpropanoids and polyketides
14654	291.1728	0	N/A	SN00090791#SN00281671#SN00011606#SN00053948	Organic acids and derivatives#Organoheterocyclic compounds			SN00090791#SN00281671#SN00011606#SN00053948	Organic acids and derivatives#Organoheterocyclic compounds
14657	239.0674	0	N/A	SN00257216#SN00117655#SN00042681#SN00123759#CHEBI:48641#CHEBI:125382	Organoheterocyclic compounds#Organic oxygen compounds#Benzenoids			SN00000909#SN00043610#SN00074611	Phenylpropanoids and polyketides
14658	526.2932	0	N/A	CHEBI:72747#CHEBI:72749#CHEBI:85780	Lipids and lipid-like molecules			CHEBI:72747#CHEBI:72749#CHEBI:85780	Lipids and lipid-like molecules
14659	201.1122	0	N/A	SN00393549#SN00287038#SN00394296	Lipids and lipid-like molecules			SN00252608#SN00257720#SN00135831#SN00002170	Lipids and lipid-like molecules#Organic acids and derivatives
