cluster.index	parent.mass	RTMean	LibraryID	MetFragID	MetFragSC	FusionID	FusionSC	ConsensusID	ConsensusSC
495	225.1965	0	1,3-Dicyclohexylurea	SN00117489#SN00093721	Organic acids and derivatives#Organoheterocyclic compounds	SN00117489#SN00093721	Organic acids and derivatives#Organoheterocyclic compounds	SN00261589#SN00364934	Alkaloids and derivatives
497	666.3916	0	N/A	SN00164046#SN00178190#SN00167252	Lipids and lipid-like molecules			CHEBI:34119#SN00318718	Lipids and lipid-like molecules#Organic oxygen compounds
498	781.1899	0	N/A						
500	235.1695	0	3,5-Di-tert-butyl-2-hydroxybenzaldehyde	SN00296311#SN00224388#CHEBI:68218#SN00243581#SN00337816#SN00342086#SN00259411#SN00373629#SN00373065#SN00116989#SN00363925#SN00313432#SN00279417#SN00372045#SN00227033#SN00313507#SN00359390#SN00370376#SN00366597#SN00333905#SN00327827#SN00376034#SN00381964#SN00246421#SN00260854#SN00312064#SN00275510#SN00349651#SN00350883#SN00045474#SN00020087#SN00323508#SN00345492#SN00268878#SN00262394#SN00267643#SN00158284#SN00328346#SN00365763#SN00304352#SN00258689#SN00237413	Lipids and lipid-like molecules#Benzenoids#Organic oxygen compounds#Alkaloids and derivatives	SN00296311#SN00224388#CHEBI:68218#SN00243581#SN00337816#SN00342086#SN00259411#SN00373629#SN00373065#SN00116989#SN00363925#SN00313432#SN00279417#SN00372045#SN00227033#SN00313507#SN00359390#SN00370376#SN00366597#SN00333905#SN00327827#SN00376034#SN00381964#SN00246421#SN00260854#SN00312064#SN00275510#SN00349651#SN00350883#SN00045474#SN00020087#SN00323508#SN00345492#SN00268878#SN00262394#SN00267643#SN00158284#SN00328346#SN00365763#SN00304352#SN00258689#SN00237413	Lipids and lipid-like molecules#Benzenoids#Organic oxygen compounds#Alkaloids and derivatives	SN00296311#SN00224388#CHEBI:68218#SN00243581#SN00337816#SN00342086#SN00259411#SN00373629#SN00373065#SN00116989#SN00363925#SN00313432#SN00279417#SN00372045#SN00227033#SN00313507#SN00359390#SN00370376#SN00366597#SN00333905#SN00327827#SN00376034#SN00381964#SN00246421#SN00260854#SN00312064#SN00275510#SN00349651#SN00350883#SN00045474#SN00020087#SN00323508#SN00345492#SN00268878#SN00262394#SN00267643#SN00158284#SN00328346#SN00365763#SN00304352#SN00258689#SN00237413	Lipids and lipid-like molecules#Benzenoids#Organic oxygen compounds#Alkaloids and derivatives
501	459.1642	0	N/A	SN00004419#SN00008479#SN00017526#SN00017525#CHEBI:105453#SN00014651#CHEBI:101072#SN00035773#SN00088031#CHEBI:103280#SN00366814	Organic acids and derivatives#Organoheterocyclic compounds#Benzenoids#Organic nitrogen compounds			SN00004419#SN00008479#SN00017526#SN00017525#CHEBI:105453#SN00014651#CHEBI:101072#SN00035773#SN00088031#CHEBI:103280#SN00366814	Organic acids and derivatives#Organoheterocyclic compounds#Benzenoids#Organic nitrogen compounds
502	526.4317	0	N/A	SN00165962#SN00214645#SN00111577	Lipids and lipid-like molecules			SN00165962#SN00214645#SN00111577	Lipids and lipid-like molecules
503	382.2755	0	N/A	SN00012706#SN00072552#SN00024638#SN00024679	Organoheterocyclic compounds#Organic acids and derivatives	SN00012706#SN00072552#SN00024638#SN00024679	Organoheterocyclic compounds#Organic acids and derivatives	SN00032138#SN00051294#SN00035976#SN00114135#SN00114030	Lipids and lipid-like molecules#Benzenoids#Organoheterocyclic compounds
505	358.2443	0	N/A	SN00027829#SN00027808#SN00021879	Lipids and lipid-like molecules#Organoheterocyclic compounds			SN00027829#SN00027808#SN00021879	Lipids and lipid-like molecules#Organoheterocyclic compounds
507	264.1443	0	N/A	SN00214530#SN00045131	Organoheterocyclic compounds			SN00214530#SN00045131	Organoheterocyclic compounds
508	242.2844	0	N/A						
511	496.305	0	N/A	SN00036042#SN00083583#CHEBI:111256	Organoheterocyclic compounds#Organic acids and derivatives#Phenylpropanoids and polyketides			SN00036042#SN00083583#CHEBI:111256	Organoheterocyclic compounds#Organic acids and derivatives#Phenylpropanoids and polyketides
512	163.133	0	N/A						
513	542.3899	0	N/A	SN00167689#SN00165343#SN00112798#SN00272973	Lipids and lipid-like molecules#Organoheterocyclic compounds			SN00167689#SN00165343#SN00112798#SN00272973	Lipids and lipid-like molecules#Organoheterocyclic compounds
514	255.1222	0	N/A	SN00243594#SN00248417	Lipids and lipid-like molecules	SN00402160#SN00345098	Organoheterocyclic compounds	SN00225498#SN00375080#SN00358205	Organoheterocyclic compounds#Organic oxygen compounds
515	428.3376	0	N/A						
517	172.1334	0	Altretamine	SN00017832#SN00285142#SN00282664	Organic acids and derivatives			SN00017832#SN00285142#SN00282664	Organic acids and derivatives
518	636.4171	0	N/A	CHEBI:130541#CHEBI:129644#SN00040829	Benzenoids#Lipids and lipid-like molecules			CHEBI:130541#CHEBI:129644#SN00040829	Benzenoids#Lipids and lipid-like molecules
520	354.2857	0	N/A						
521	680.4812	0	N/A						
522	363.1651	0	N/A	SN00011891#SN00010727#SN00010741	Organic acids and derivatives			SN00319501#SN00329656#SN00259823	Lipids and lipid-like molecules
525	256.2273	0	N/A	SN00166986#SN00231763#SN00254314	Lipids and lipid-like molecules#Organoheterocyclic compounds#Organic 1,3-dipolar compounds			SN00166986#SN00231763#SN00254314	Lipids and lipid-like molecules#Organoheterocyclic compounds#Organic 1,3-dipolar compounds
529	267.1434	0	N/A	SN00000071#CCMSLIB00000221614#CHEBI:92940	Benzenoids			SN00000071#CCMSLIB00000221614#CHEBI:92940	Benzenoids
530	216.1598	0	N/A	CHEBI:74439#SN00342937#SN00310332	Organic acids and derivatives#Organic oxygen compounds			CHEBI:74439#SN00342937#SN00310332	Organic acids and derivatives#Organic oxygen compounds
532	636.48	0	N/A	SN00382411#SN00271425#SN00253022#SN00400415#SN00277483#SN00368110#SN00295442	Phenylpropanoids and polyketides			SN00382411#SN00271425#SN00253022#SN00400415#SN00277483#SN00368110#SN00295442	Phenylpropanoids and polyketides
533	340.1969	0	N/A	CHEBI:94188#CHEBI:61077	Benzenoids			CHEBI:94188#CHEBI:61077	Benzenoids
534	1130.3146	0	N/A						
535	476.1777	0	N/A	SN00100226#CHEBI:120533#SN00300541#SN00090761#SN00078865#SN00078420	Organic acids and derivatives#Organoheterocyclic compounds#Phenylpropanoids and polyketides			SN00100226#CHEBI:120533#SN00300541#SN00090761#SN00078865#SN00078420	Organic acids and derivatives#Organoheterocyclic compounds#Phenylpropanoids and polyketides
537	370.2952	0	N/A	CHEBI:83049#CHEBI:89716	Lipids and lipid-like molecules			SN00338010#SN00009079#SN00232788	Organic acids and derivatives#Organic oxygen compounds#Organic nitrogen compounds
538	200.1647	0	N/A	SN00127842#SN00251860#CHEBI:68286	Lipids and lipid-like molecules#Organic acids and derivatives#Organoheterocyclic compounds	SN00127842#SN00251860#CHEBI:68286	Lipids and lipid-like molecules#Organic acids and derivatives#Organoheterocyclic compounds	SN00345885#SN00254761#SN00245668	Organoheterocyclic compounds#Alkaloids and derivatives
539	402.2855	0	N/A	CHEBI:73071#SN00024594	Lipids and lipid-like molecules#Benzenoids			CHEBI:73071#SN00024594	Lipids and lipid-like molecules#Benzenoids
540	538.1634	0	N/A	SN00166231#SN00303992#SN00112821#CHEBI:105394#SN00137038	Phenylpropanoids and polyketides#Organoheterocyclic compounds#Benzenoids#Lipids and lipid-like molecules			SN00040683#SN00039731#SN00038785#SN00143608#SN00041332	Lipids and lipid-like molecules
542	348.3113	0	N/A						
543	198.149	0	N/A	SN00029434#SN00030095	Organic acids and derivatives			SN00353479#SN00327146	Alkaloids and derivatives
544	408.9198	0	N/A						
546	545.4653	0	N/A						
547	214.1804	0	N/A						
548	417.8473	0	N/A						
550	547.5203	0	N/A						
551	252.2171	0	N/A	SN00093346#SN00093226#SN00093344	Organoheterocyclic compounds			SN00093346#SN00093226#SN00093344	Organoheterocyclic compounds
556	330.3365	0	N/A						
557	223.1167	0	N/A	SN00370755#SN00310197#SN00385310#SN00265554	Lipids and lipid-like molecules#Organic oxygen compounds			SN00370755#SN00310197#SN00385310#SN00265554	Lipids and lipid-like molecules#Organic oxygen compounds
558	242.9788	0	N/A						
560	277.1797	0	N/A	SN00238812#SN00323481#SN00292669#SN00347695#SN00296330	Benzenoids#Organic oxygen compounds#Lipids and lipid-like molecules#Organic acids and derivatives			SN00372033#SN00238145#SN00346157#SN00398568#SN00158014#SN00311791#SN00307035#SN00265248#SN00237000#SN00269402#SN00278395#SN00349076#SN00274100#SN00315002	Lipids and lipid-like molecules#Organic acids and derivatives#Organic oxygen compounds
561	272.1857	0	N/A	SN00119321#SN00014195	Organoheterocyclic compounds#Benzenoids			SN00050316#SN00093208#SN00093219#SN00093610#SN00015808	Organoheterocyclic compounds#Benzenoids
562	508.3272	0	N/A	SN00016308#SN00113550#SN00016391	Organoheterocyclic compounds#Phenylpropanoids and polyketides#Organic oxygen compounds			SN00402065	Lipids and lipid-like molecules
563	518.3167	0	N/A	CHEBI:131149#SN00095557#SN00100730	Benzenoids#Lipids and lipid-like molecules			CHEBI:88698#CHEBI:133456#CCMSLIB00000571664	
564	665.4183	0	N/A	SN00304290#SN00363837#SN00311869#CHEBI:78207#SN00277799#SN00114407	Phenylpropanoids and polyketides#Lipids and lipid-like molecules#Organic acids and derivatives			SN00304020#SN00352933#SN00114556#SN00270150	Lipids and lipid-like molecules
566	341.1805	0	N/A	SN00022606#SN00131612	Organoheterocyclic compounds			CHEBI:105936#CHEBI:123143	Organoheterocyclic compounds
568	463.4266	0	N/A						
570	394.2958	0	N/A	SN00031825#SN00031991#SN00032075	Organic acids and derivatives			SN00031825#SN00031991#SN00032075	Organic acids and derivatives
571	688.5216	0	N/A	SN00176453#SN00253395	Benzenoids#Lipids and lipid-like molecules			SN00218734#SN00218735#CHEBI:86423	Lipids and lipid-like molecules
574	282.2791	0	SpectralMatchto9-Octadecenamide,(Z)-fromNIST14	SN00335079#CHEBI:81960#SN00389111	Organoheterocyclic compounds			SN00335079#CHEBI:81960#SN00389111	Organoheterocyclic compounds
577	547.3336	0	N/A	CHEBI:39524#CHEBI:128917#SN00267075#CHEBI:97133	Organic oxygen compounds#Organoheterocyclic compounds#Lipids and lipid-like molecules#Organic acids and derivatives			CHEBI:39524#CHEBI:128917#SN00267075#CHEBI:97133	Organic oxygen compounds#Organoheterocyclic compounds#Lipids and lipid-like molecules#Organic acids and derivatives
579	444.3093	0	N/A	SN00042399#SN00392167#SN00246061#SN00326132#SN00370343#SN00027898	Alkaloids and derivatives#Lipids and lipid-like molecules#Organoheterocyclic compounds	SN00042399#SN00392167#SN00246061#SN00326132#SN00370343#SN00027898	Alkaloids and derivatives#Lipids and lipid-like molecules#Organoheterocyclic compounds	SN00042399#SN00392167#SN00246061#SN00326132#SN00370343#SN00027898	Alkaloids and derivatives#Lipids and lipid-like molecules#Organoheterocyclic compounds
580	810.5584	0	N/A	SN00172570#CCMSLIB00000571378#SN00172128	Lipids and lipid-like molecules			SN00172570#CCMSLIB00000571378#SN00172128	Lipids and lipid-like molecules
581	495.4259	0	N/A	CHEBI:67757#SN00170449#SN00288147	Lipids and lipid-like molecules#Organic oxygen compounds			CHEBI:67757#SN00170449#SN00288147	Lipids and lipid-like molecules#Organic oxygen compounds
585	402.2703	0	N/A	SN00027804#SN00028225#SN00027258	Lipids and lipid-like molecules#Organic acids and derivatives			SN00027804#SN00028225#SN00027258	Lipids and lipid-like molecules#Organic acids and derivatives
586	476.9072	0	N/A						
588	384.3482	0	N/A	CHEBI:69065#SN00350821#SN00390339	Lipids and lipid-like molecules#Organic oxygen compounds			CHEBI:69065#SN00350821#SN00390339	Lipids and lipid-like molecules#Organic oxygen compounds
589	370.2957	0	N/A	CHEBI:131957#CHEBI:84647	Lipids and lipid-like molecules			CHEBI:131957#CHEBI:84647	Lipids and lipid-like molecules
591	350.2684	0	N/A	SN00382968#SN00086066	Lipids and lipid-like molecules#Organoheterocyclic compounds			SN00382968#SN00086066	Lipids and lipid-like molecules#Organoheterocyclic compounds
592	628.5004	0	N/A						
594	340.9323	0	N/A						
595	300.2532	0	N/A						
597	322.2953	0	N/A						
599	642.2115	0	N/A	SN00338591#SN00164337#SN00265536	Organic acids and derivatives#Phenylpropanoids and polyketides			SN00338591#SN00164337#SN00265536	Organic acids and derivatives#Phenylpropanoids and polyketides
601	267.1708	0	SpectralMatchtoTributylphosphatefromNIST14	SN00253190#SN00258910#SN00156220	Lipids and lipid-like molecules#Phenylpropanoids and polyketides	SN00214456#CCMSLIB00000842059		SN00253190#SN00258910#SN00156220	Lipids and lipid-like molecules#Phenylpropanoids and polyketides
602	210.1702	0	N/A	SN00137679	Organoheterocyclic compounds			SN00093173#SN00093174	Organoheterocyclic compounds
605	233.1862	0	N/A						
606	828.5175	0	N/A	SN00380944#SN00163981#SN00331265	Organic oxygen compounds#Lipids and lipid-like molecules			SN00380944#SN00163981#SN00331265	Organic oxygen compounds#Lipids and lipid-like molecules
609	383.1705	0	N/A	SN00245657#CHEBI:88735#CHEBI:59954#CHEBI:59927	Benzenoids#Organic oxygen compounds			CHEBI:68930#SN00296574#SN00298332#SN00256686#SN00288351#SN00311937#SN00373501#SN00027320#SN00317534#SN00357766#SN00029270#SN00242089#SN00261362#SN00282477#SN00330871#SN00400871	Lipids and lipid-like molecules#Organoheterocyclic compounds#Organic oxygen compounds
610	864.2682	0	N/A						
612	483.352	0	Octapropyleneglycol	SN00111737#SN00111728#SN00106103#SN00112574#SN00112256#SN00112575#SN00112643	Lipids and lipid-like molecules			SN00379747#SN00271865#SN00101721#SN00355157#SN00338259#SN00404349#SN00340213#SN00249947	Lipids and lipid-like molecules
613	214.1203	0	N/A	CHEBI:74350#CHEBI:6851	Organic acids and derivatives			SN00101411#SN00101409#SN00066005#SN00101983	Organic acids and derivatives#Organoheterocyclic compounds#Lipids and lipid-like molecules
614	850.2158	0	N/A						
615	300.2534	0	N/A						
616	183.0782	0	MassbankEU:SM883101Triethylphosphate|Triethylphosphate	CHEBI:16785#CHEBI:45927	Organic acids and derivatives	CHEBI:16785#CHEBI:45927	Organic acids and derivatives	CHEBI:16785#CHEBI:45927	Organic acids and derivatives
619	910.2196	0	N/A						
620	245.1	0	N/A	CHEBI:38666#SN00335433	Benzenoids			CHEBI:38666#SN00335433	Benzenoids
621	350.327	0	N/A						
622	710.4174	0	N/A	CHEBI:57957#SN00173303	Organic oxygen compounds#Benzenoids			CHEBI:57957#SN00173303	Organic oxygen compounds#Benzenoids
623	242.2844	0	N/A						
624	774.2543	0	N/A						
627	218.2118	0	N/A						
628	243.1833	0	N/A	SN00128116#SN00380901#CHEBI:51345	Lipids and lipid-like molecules#Benzenoids			SN00128116#SN00380901#CHEBI:51345	Lipids and lipid-like molecules#Benzenoids
631	314.2175	0	N/A						
632	356.2286	0	N/A	SN00014292#SN00014300	Organic acids and derivatives			SN00014292#SN00014300	Organic acids and derivatives
634	433.3796	0	N/A	SN00396131#SN00162366#SN00301283	Lipids and lipid-like molecules			SN00396131#SN00162366#SN00301283	Lipids and lipid-like molecules
636	478.4263	0	N/A						
637	436.3793	0	N/A						
641	421.3794	0	N/A	SN00087731#SN00087800#SN00071679	Lipids and lipid-like molecules			SN00087731#SN00087800#SN00071679	Lipids and lipid-like molecules
642	209.1382	0	Tetraethyleneglycolmonomethylether	SN00130086#SN00125536	Organoheterocyclic compounds			SN00130086#SN00125536	Organoheterocyclic compounds
643	284.222	0	N/A	SN00166972#SN00028048#SN00318541#CHEBI:55555	Lipids and lipid-like molecules#Organoheterocyclic compounds#Organic acids and derivatives			SN00166972#SN00028048#SN00318541#CHEBI:55555	Lipids and lipid-like molecules#Organoheterocyclic compounds#Organic acids and derivatives
645	663.4544	0	N/A	SN00397542#SN00370362	Lipids and lipid-like molecules			SN00397542#SN00370362	Lipids and lipid-like molecules
647	392.2285	0	N/A	SN00012993#SN00007931#SN00075188#CHEBI:130524#CHEBI:94671#SN00013982	Organoheterocyclic compounds#Benzenoids#Alkaloids and derivatives			SN00012993#SN00007931#SN00075188#CHEBI:130524#CHEBI:94671#SN00013982	Organoheterocyclic compounds#Benzenoids#Alkaloids and derivatives
651	241.9999	0	N/A	SN00002009#SN00121137#SN00381014	Organosulfur compounds#Benzenoids#Organic nitrogen compounds			SN00002009#SN00121137#SN00381014	Organosulfur compounds#Benzenoids#Organic nitrogen compounds
652	458.7885	0	N/A						
653	850.2526	0	N/A						
654	686.1835	0	N/A						
656	432.3842	0	N/A						
657	253.1637	0	N/A	SN00346144#SN00382724	Organic oxygen compounds			SN00262688#SN00258448#SN00104172	Organoheterocyclic compounds#Organic nitrogen compounds#Benzenoids
658	312.2533	0	N/A	SN00032011#SN00239865	Organic acids and derivatives			SN00032011#SN00239865	Organic acids and derivatives
659	414.3067	0	N/A	SN00027832#SN00027929#SN00027646	Lipids and lipid-like molecules			SN00027832#SN00027929#SN00027646	Lipids and lipid-like molecules
660	172.1334	0	Altretamine	SN00017832#SN00285142#SN00282664	Organic acids and derivatives			SN00017832#SN00285142#SN00282664	Organic acids and derivatives
661	288.2169	0	N/A	SN00003185#SN00068336#SN00017200	Organoheterocyclic compounds#Benzenoids			SN00003185#SN00068336#SN00017200	Organoheterocyclic compounds#Benzenoids
663	534.3445	0	N/A	SN00172071#SN00176306#SN00394373	Lipids and lipid-like molecules#Benzenoids			SN00172071#SN00176306#SN00394373	Lipids and lipid-like molecules#Benzenoids
664	402.3585	0	N/A						
665	761.2014	0	N/A						
667	326.2176	0	N/A	SN00317184#SN00335239	Organic acids and derivatives#Organic nitrogen compounds			SN00317184#SN00335239	Organic acids and derivatives#Organic nitrogen compounds
668	500.395	0	N/A						
669	293.1938	0	N/A	SN00308440#SN00012286	Organoheterocyclic compounds#Alkaloids and derivatives			SN00308440#SN00012286	Organoheterocyclic compounds#Alkaloids and derivatives
672	832.242	0	N/A						
675	435.3952	0	N/A						
677	400.291	0	N/A	SN00008665#SN00262773#SN00027645	Alkaloids and derivatives#Lipids and lipid-like molecules			CHEBI:127182#CHEBI:128664#CHEBI:127957#CHEBI:125845	Organoheterocyclic compounds
678	305.101	0	N/A	SN00378169#SN00362947#SN00046153	Phenylpropanoids and polyketides			SN00378169#SN00362947#SN00046153	Phenylpropanoids and polyketides
679	456.3688	0	N/A						
681	242.2117	0	N/A						
682	491.4578	0	N/A						
685	287.1487	0	N/A	SN00124134#CHEBI:121450#SN00123902#SN00135297	Organoheterocyclic compounds#Benzenoids			CHEBI:128017#CHEBI:130449	Phenylpropanoids and polyketides#Benzenoids
686	565.5678	0	N/A						
687	584.3577	0	N/A						
689	265.1183	0	N/A	SN00022390#SN00009852#SN00119003	Organoheterocyclic compounds			SN00022390#SN00009852#SN00119003	Organoheterocyclic compounds
690	487.325	0	N/A	SN00389171#SN00403856#SN00259402#SN00347924#SN00293976#SN00358650#SN00341317#SN00352181#SN00364807	Lipids and lipid-like molecules			SN00389171#SN00403856#SN00259402#SN00347924#SN00293976#SN00358650#SN00341317#SN00352181#SN00364807	Lipids and lipid-like molecules
692	716.6682	0	N/A						
693	241.1796	0	N/A	SN00034015#SN00310407#SN00325373#SN00225910	Organic oxygen compounds#Lipids and lipid-like molecules			SN00333996#SN00392988#SN00065191#SN00386966#SN00039932#SN00289883#SN00049510#SN00358297	Lipids and lipid-like molecules#Phenylpropanoids and polyketides#Organic acids and derivatives#Organoheterocyclic compounds
695	188.1283	0	N/A	CHEBI:67015#CCMSLIB00000081592#SN00243290#SN00214019#SN00246627#CHEBI:74433	Organic acids and derivatives#Lipids and lipid-like molecules#Organoheterocyclic compounds			CHEBI:67015#CCMSLIB00000081592#SN00243290#SN00214019#SN00246627#CHEBI:74433	Organic acids and derivatives#Lipids and lipid-like molecules#Organoheterocyclic compounds
696	593.3189	0	N/A	SN00372508#SN00295139#SN00326316	Organoheterocyclic compounds			SN00315189#SN00172816#CHEBI:113816	Organoheterocyclic compounds#Benzenoids
698	480.8016	0	N/A						
699	273.9169	0	N/A						
700	338.3419	0	SpectralMatchtoN-CyclohexanecarbonylpentadecylaminefromNIST14						
703	184.1698	0	N/A	SN00367885#SN00280017	Organoheterocyclic compounds	SN00402824#SN00352089#SN00262672#SN00387257	Organoheterocyclic compounds	SN00256205#SN00297867	Organoheterocyclic compounds
704	342.2492	0	N/A	SN00027451#SN00027591#SN00013953#SN00027513#SN00094575	Organic oxygen compounds#Organoheterocyclic compounds			SN00027451#SN00027591#SN00013953#SN00027513#SN00094575	Organic oxygen compounds#Organoheterocyclic compounds
707	416.2859	0	N/A	SN00027918#SN00027647#SN00032198#SN00027729#SN00071838	Lipids and lipid-like molecules			SN00026134#SN00026046#SN00017971#SN00026976	Lipids and lipid-like molecules#Organoheterocyclic compounds#Organic acids and derivatives
712	328.2333	0	N/A						
713	665.5003	0	N/A	SN00368970#SN00231778	Lipids and lipid-like molecules			SN00344336#SN00282788	Lipids and lipid-like molecules
717	548.328	0	N/A	CHEBI:79376#CHEBI:79358	Lipids and lipid-like molecules			CHEBI:79376#CHEBI:79358	Lipids and lipid-like molecules
718	402.2702	0	N/A	SN00024669#SN00014043	Benzenoids			SN00027804#SN00027258#SN00028225	Lipids and lipid-like molecules#Organic acids and derivatives
719	687.4334	0	N/A	SN00169625#SN00169627#SN00114643	Benzenoids#Lipids and lipid-like molecules			SN00169625#SN00169627#SN00114643	Benzenoids#Lipids and lipid-like molecules
720	386.2753	0	N/A	CHEBI:130940#SN00012745#SN00035458#CHEBI:52804	Organoheterocyclic compounds			CHEBI:130940#SN00012745#SN00035458#CHEBI:52804	Organoheterocyclic compounds
722	377.123	0	N/A	CHEBI:39084#CHEBI:119857#SN00131663#CHEBI:109226#SN00017644#CHEBI:30741#CHEBI:121580#SN00035508#SN00004121#SN00130714	Organoheterocyclic compounds#Benzenoids#Organic acids and derivatives#Organic oxygen compounds			CHEBI:39084#CHEBI:119857#SN00131663#CHEBI:109226#SN00017644#CHEBI:30741#CHEBI:121580#SN00035508#SN00004121#SN00130714	Organoheterocyclic compounds#Benzenoids#Organic acids and derivatives#Organic oxygen compounds
727	658.5109	0	N/A						
728	702.2343	0	N/A	SN00166548#SN00165836#SN00172685#SN00165842#SN00247886	Phenylpropanoids and polyketides#Organic oxygen compounds#Lipids and lipid-like molecules				
730	352.2486	0	N/A	SN00100017#SN00283355	Lipids and lipid-like molecules	SN00100017#SN00283355	Lipids and lipid-like molecules	SN00100017#SN00283355	Lipids and lipid-like molecules
731	510.4368	0	N/A						
732	295.21	0	N/A	CHEBI:58611#SN00167855#SN00051080	Benzenoids#Lipids and lipid-like molecules			CHEBI:58611#SN00167855#SN00051080	Benzenoids#Lipids and lipid-like molecules
733	234.1473	0	N/A	SN00300194#SN00053988#SN00333465#SN00100250#SN00323796#CHEBI:83509#SN00331126#SN00235811	Organoheterocyclic compounds#Benzenoids#Organic acids and derivatives#Lipids and lipid-like molecules	SN00300194#SN00053988#SN00333465#SN00100250#SN00323796#CHEBI:83509#SN00331126#SN00235811	Organoheterocyclic compounds#Benzenoids#Organic acids and derivatives#Lipids and lipid-like molecules	SN00300194#SN00053988#SN00333465#SN00100250#SN00323796#CHEBI:83509#SN00331126#SN00235811	Organoheterocyclic compounds#Benzenoids#Organic acids and derivatives#Lipids and lipid-like molecules
735	281.1951	0	N/A	SN00051265#SN00067768#SN00043676	Organoheterocyclic compounds#Benzenoids			SN00051265#SN00067768#SN00043676	Organoheterocyclic compounds#Benzenoids
739	239.9669	0	N/A						
741	200.1647	0	N/A	SN00345885#SN00254761#SN00245668	Organoheterocyclic compounds#Alkaloids and derivatives			SN00345885#SN00254761#SN00245668	Organoheterocyclic compounds#Alkaloids and derivatives
742	446.2964	0	N/A	SN00026101#SN00028297#SN00220634#CHEBI:125626#SN00166935	Lipids and lipid-like molecules#Organic oxygen compounds#Organoheterocyclic compounds			SN00026101#SN00028297#SN00220634#CHEBI:125626#SN00166935	Lipids and lipid-like molecules#Organic oxygen compounds#Organoheterocyclic compounds
746	398.2754	0	N/A	SN00015172#SN00012786	Alkaloids and derivatives			SN00027924#CHEBI:93227#SN00027867#CHEBI:127863	Lipids and lipid-like molecules#Organoheterocyclic compounds#Alkaloids and derivatives
747	516.2446	0	N/A	CHEBI:57907#SN00007103#CHEBI:106453#CHEBI:110583#CHEBI:107196	Lipids and lipid-like molecules#Organoheterocyclic compounds#Phenylpropanoids and polyketides#Benzenoids			CHEBI:57907#SN00007103#CHEBI:106453#CHEBI:110583#CHEBI:107196	Lipids and lipid-like molecules#Organoheterocyclic compounds#Phenylpropanoids and polyketides#Benzenoids
748	658.4337	0	N/A	SN00334389#SN00165248#SN00165241	Organic acids and derivatives#Lipids and lipid-like molecules			SN00334389#SN00165248#SN00165241	Organic acids and derivatives#Lipids and lipid-like molecules
750	240.1444	0	N/A	SN00361272#SN00137502#SN00274397	Organic nitrogen compounds#Organosulfur compounds#Organic oxygen compounds			SN00361272#SN00137502#SN00274397	Organic nitrogen compounds#Organosulfur compounds#Organic oxygen compounds
751	268.1697	0	N/A	SN00124701#SN00124707#CHEBI:93706#CHEBI:109504#SN00130247#SN00137404	Lipids and lipid-like molecules#Benzenoids#Organoheterocyclic compounds#Organosulfur compounds			SN00124701#SN00124707#CHEBI:93706#CHEBI:109504#SN00130247#SN00137404	Lipids and lipid-like molecules#Benzenoids#Organoheterocyclic compounds#Organosulfur compounds
752	606.3699	0	N/A	SN00111482#SN00245612#SN00170757	Lipids and lipid-like molecules#Organoheterocyclic compounds			SN00111482#SN00245612#SN00170757	Lipids and lipid-like molecules#Organoheterocyclic compounds
753	227.1642	0	N/A	SN00317444#SN00236764#SN00255416#SN00239543#SN00036881#SN00318179#SN00318242#SN00402589#SN00375497#SN00274736#SN00323077	Lipids and lipid-like molecules#Organoheterocyclic compounds#Organic oxygen compounds			SN00163266#SN00290937#SN00362089#SN00161898#SN00363350#SN00019915#SN00297972#SN00294224#SN00368023#SN00248198#SN00276032#SN00359700#SN00344005#SN00265850	Lipids and lipid-like molecules#Organic oxygen compounds
755	243.1593	0	N/A	SN00247961#SN00002517	Lipids and lipid-like molecules	SN00384799#CHEBI:73982#SN00246883#SN00398640#SN00066474	Lipids and lipid-like molecules#Organoheterocyclic compounds#Phenylpropanoids and polyketides	SN00384799#CHEBI:73982#SN00246883#SN00398640#SN00066474	Lipids and lipid-like molecules#Organoheterocyclic compounds#Phenylpropanoids and polyketides
756	628.3837	0	N/A						
757	324.2382	0	N/A	SN00025600#SN00056154#SN00236227	Organic oxygen compounds#Organic acids and derivatives			SN00025600#SN00056154#SN00236227	Organic oxygen compounds#Organic acids and derivatives
759	774.2539	0	N/A						
760	269.1747	0	N/A	SN00257540#SN00229527#SN00397589#SN00379349#SN00362441#SN00390535#SN00230415#SN00291454#SN00251269	Lipids and lipid-like molecules			CHEBI:69139#SN00282161#SN00272732#SN00264143#SN00224723#SN00356835	Organic acids and derivatives#Lipids and lipid-like molecules
761	656.4361	0	N/A						
763	370.2805	0	N/A	SN00059576#SN00027454#SN00019236#SN00093766	Organoheterocyclic compounds#Organic oxygen compounds			SN00059576#SN00027454#SN00019236#SN00093766	Organoheterocyclic compounds#Organic oxygen compounds
765	1000.2907	0	N/A	CHEBI:86132#CHEBI:74339#CHEBI:87698#CHEBI:85927#CHEBI:86120#CHEBI:61540	Lipids and lipid-like molecules			CHEBI:61526#CHEBI:77310	Lipids and lipid-like molecules
766	672.5267	0	N/A						
767	549.4482	0	N/A						
768	570.4581	0	N/A						
769	325.2726	0	14,15-EE-5(Z)-E	SN00233958#SN00285014#SN00320696#SN00360448#SN00333923#SN00290425#SN00256373#SN00032816#SN00334611	Lipids and lipid-like molecules	SN00264392#SN00396029#SN00232775#SN00345720	Lipids and lipid-like molecules	SN00264392#SN00396029#SN00232775#SN00345720	Lipids and lipid-like molecules
