feature_number,ecoNetConsensus,net_act,Day_CCA,Day_Dictyota,Day_Pocillopora verrucosa,Day_Porites lobata,Day_Turf,Night_CCA,Night_Dictyota,Night_Pocillopora verrucosa,Night_Porites lobata,Night_Turf,Daysum,Nightsum,DayNight_night,activity_night,DayNight_day,activity_day
6551,NA,61,6.913541565191418,6.4304508903230975,6.556047321347243,NA,6.195935023371261,6.3770039454040806,NA,7.048308698524034,NA,NA,26.09597480023302,13.425312643928114,Night,depletolite,Day,recalcitrant
6552,Organic nitrogen compounds;Organonitrogen compounds;Amines,5504,3.354467126241713,0,0,3.477670646732253,3.2313398996179146,NA,NA,3.3446465204817475,3.1991823743340486,6.531997027088279,10.06347767259188,13.075825921904075,Night,recalcitrant,Day,recalcitrant
6559,NA,61,NA,NA,7.158575910332141,NA,NA,NA,NA,NA,NA,NA,7.158575910332141,0,Night,depletolite,Day,recalcitrant
6563,NA,-6563,NA,6.30002989545643,NA,NA,NA,NA,NA,NA,NA,NA,6.30002989545643,0,Night,recalcitrant,Day,recalcitrant
6570,NA,930,NA,NA,NA,NA,6.0777718666295355,NA,NA,6.480229795361099,NA,6.056555740672007,6.0777718666295355,12.536785536033106,Night,recalcitrant,Day,recalcitrant
6573,Organic acids and derivatives,1988,7.721477804800121,NA,7.14270829488882,7.213180146554448,7.781284634370838,NA,7.5562727166664265,NA,NA,6.4028225096114655,29.858650880614228,13.959095226277892,Night,recalcitrant,Day,recalcitrant
6580,Organic oxygen compounds;Organooxygen compounds;Carbohydrates and carbohydrate conjugates,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.517351676315584,0,6.517351676315584,Night,recalcitrant,Day,recalcitrant
6584,Lipids and lipid-like molecules;Fatty Acyls;Fatty acid esters,-6584,NA,NA,NA,NA,NA,5.298562815262977,5.2422153798826585,5.421744123039954,NA,NA,0,15.962522318185588,Night,recalcitrant,Day,recalcitrant
6584,NA,-6584,NA,NA,NA,NA,NA,5.298562815262977,5.2422153798826585,5.421744123039954,NA,NA,0,15.962522318185588,Night,recalcitrant,Day,recalcitrant
6589,Organic acids and derivatives,295,NA,NA,7.251836685625442,NA,NA,NA,NA,NA,NA,NA,7.251836685625442,0,Night,recalcitrant,Day,recalcitrant
6590,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",47,NA,NA,NA,NA,6.230944468696207,NA,NA,NA,NA,6.223054011834905,6.230944468696207,6.223054011834905,Night,recalcitrant,Day,recalcitrant
6595,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,6.56866582342843,NA,0,6.56866582342843,Night,recalcitrant,Day,recalcitrant
6598,NA,-6598,6.457001630325868,6.333956518530815,6.313760472279207,6.1335625985755104,6.405350523882628,6.995003353959552,7.081148182048196,6.693672837373412,NA,NA,31.643631743594028,20.76982437338116,Night,recalcitrant,Day,recalcitrant
6604,Lipids and lipid-like molecules;Steroids and steroid derivatives;Androstane steroids,1978,NA,NA,NA,NA,NA,NA,NA,7.706592533531111,7.5045659839907985,NA,0,15.211158517521909,Night,recalcitrant,Day,recalcitrant
6605,NA,-6605,NA,NA,NA,NA,NA,7.040006141828831,NA,NA,NA,NA,0,7.040006141828831,Night,recalcitrant,Day,recalcitrant
6609,NA,6166,NA,NA,NA,NA,6.4907172399168775,NA,NA,NA,NA,NA,6.4907172399168775,0,Night,recalcitrant,Day,depletolite
6610,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",1030,6.963466513615758,7.4358036968508054,6.967261048726782,6.826976324401048,NA,NA,NA,NA,NA,NA,28.193507583594396,0,Night,recalcitrant,Day,recalcitrant
6612,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",2107,NA,NA,NA,NA,5.844544683546113,NA,NA,NA,NA,5.928255548208964,5.844544683546113,5.928255548208964,Night,recalcitrant,Day,recalcitrant
6613,NA,-6613,NA,6.902159613121183,7.954476373364168,7.527894306291762,7.443876295660161,NA,NA,NA,NA,NA,29.828406588437275,0,Night,depletolite,Day,recalcitrant
6633,NA,-6633,NA,7.365326024894443,NA,NA,NA,NA,NA,NA,NA,NA,7.365326024894443,0,Night,recalcitrant,Day,recalcitrant
6635,NA,4566,NA,NA,NA,NA,NA,7.175419668623915,NA,NA,NA,NA,0,7.175419668623915,Night,recalcitrant,Day,depletolite
6637,NA,-6637,NA,7.119959460583165,NA,NA,NA,NA,6.348679582363183,NA,NA,NA,7.119959460583165,6.348679582363183,Night,recalcitrant,Day,recalcitrant
6640,NA,608,NA,NA,NA,NA,7.480517950768368,NA,NA,NA,NA,NA,7.480517950768368,0,Night,recalcitrant,Day,recalcitrant
6643,NA,-6643,NA,NA,NA,NA,7.425752079580985,NA,NA,3.0570116994681973,6.297844368050036,5.977645388879221,7.425752079580985,15.332501456397456,Night,recalcitrant,Day,recalcitrant
6649,NA,-6649,NA,6.608720685744704,NA,NA,NA,NA,NA,NA,NA,NA,6.608720685744704,0,Night,depletolite,Day,recalcitrant
6652,NA,-6652,NA,7.0379128812056955,NA,NA,NA,NA,6.815567550178901,NA,6.792383937539656,NA,7.0379128812056955,13.607951487718557,Night,recalcitrant,Day,recalcitrant
6655,NA,-6655,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.351608248842467,0,7.351608248842467,Night,recalcitrant,Day,recalcitrant
6656,NA,-6656,NA,NA,NA,NA,NA,NA,NA,NA,7.010676782614502,NA,0,7.010676782614502,Night,recalcitrant,Day,recalcitrant
6657,NA,608,7.022221635243632,NA,6.702015810217624,NA,NA,NA,NA,NA,3.79875765419329,7.008258993420928,13.724237445461256,10.807016647614219,Night,recalcitrant,Day,recalcitrant
6666,NA,-6666,6.7793106253704405,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7793106253704405,0,Night,recalcitrant,Day,recalcitrant
6669,NA,-6669,6.705057396060274,7.295733522584537,3.20389736167612,NA,6.722802409135651,NA,NA,NA,NA,6.1538155463807875,23.927490689456583,6.1538155463807875,Night,depletolite,Day,recalcitrant
6670,NA,-6670,NA,NA,NA,3.824930397799775,NA,6.2486091453628365,NA,NA,NA,6.4219645399999425,3.824930397799775,12.670573685362779,Night,recalcitrant,Day,recalcitrant
6671,Organic acids and derivatives,437,NA,NA,NA,NA,6.145889119010663,NA,NA,NA,NA,NA,6.145889119010663,0,Night,recalcitrant,Day,depletolite
6677,NA,-6677,NA,NA,NA,NA,NA,NA,NA,7.241175082765912,NA,NA,0,7.241175082765912,Night,recalcitrant,Day,recalcitrant
6681,Organic acids and derivatives,412,6.224027849627267,6.877475639032168,5.47971352564184,5.8495317005631975,6.867041016433173,NA,6.292470853723875,5.076649241029509,NA,5.768456889343369,31.297789731297645,17.137576984096754,Night,recalcitrant,Day,recalcitrant
6684,NA,65,NA,3.8231853325017817,7.001212689889606,NA,6.713694574612489,NA,NA,NA,NA,NA,17.538092597003878,0,Night,recalcitrant,Day,recalcitrant
6685,NA,1605,NA,6.993343988365208,NA,NA,NA,NA,NA,NA,NA,NA,6.993343988365208,0,Night,recalcitrant,Day,recalcitrant
6686,Benzenoids,431,6.569019407018052,7.790995752702063,NA,NA,NA,3.255672886260865,6.395835608788528,NA,NA,NA,14.360015159720115,9.651508495049393,Night,recalcitrant,Day,recalcitrant
6693,NA,-6693,NA,NA,NA,NA,3.277345424575281,NA,NA,NA,NA,NA,3.277345424575281,0,NA,NA,Day,recalcitrant
6695,NA,538,NA,NA,NA,NA,NA,NA,6.630017109725309,6.2274814419124285,NA,6.517451062370839,0,19.374949614008578,Night,recalcitrant,Day,recalcitrant
6701,NA,2965,NA,NA,NA,NA,NA,2.8300908866245256,NA,NA,NA,NA,0,2.8300908866245256,Night,recalcitrant,Day,recalcitrant
6703,NA,-6703,NA,NA,NA,NA,NA,NA,6.516621818002468,NA,NA,NA,0,6.516621818002468,Night,recalcitrant,Day,recalcitrant
6706,NA,-6706,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.17857836249233,0,6.17857836249233,Night,recalcitrant,Day,recalcitrant
6717,NA,-6717,NA,7.644042680606809,7.456325762013633,NA,7.606376763488237,7.354733401252873,NA,6.626943223868338,NA,7.376762135577745,22.70674520610868,21.358438760698956,Night,recalcitrant,Day,depletolite
6726,NA,856,NA,6.650207533602243,NA,NA,NA,NA,NA,NA,NA,NA,6.650207533602243,0,Night,recalcitrant,Day,recalcitrant
6727,Organic acids and derivatives,412,NA,6.730176439952536,NA,NA,6.641120883570071,NA,6.121036652657166,5.083217808591952,NA,NA,13.371297323522608,11.204254461249118,Night,recalcitrant,Day,recalcitrant
6734,Lipids and lipid-like molecules,1119,NA,NA,6.466346635773011,NA,NA,NA,NA,NA,NA,NA,6.466346635773011,0,Night,recalcitrant,Day,recalcitrant
6738,NA,81,NA,NA,NA,NA,NA,6.025098046877769,NA,NA,6.764388826116507,NA,0,12.789486872994276,Night,recalcitrant,Day,recalcitrant
6741,NA,-6741,NA,NA,NA,5.882996551985855,NA,NA,5.821260026631901,NA,NA,NA,5.882996551985855,5.821260026631901,Night,recalcitrant,Day,recalcitrant
6742,Organic acids and derivatives;Carboxylic acids and derivatives,2406,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.161858103537915,0,6.161858103537915,Night,depletolite,NA,NA
6743,Organic acids and derivatives,1382,6.748265914804273,6.5851060976680476,7.881297736749717,7.875722949292214,NA,7.131854315475925,6.659210159929345,8.080988733729724,7.651182255418439,NA,29.09039269851425,29.523235464553434,Night,recalcitrant,Day,recalcitrant
6748,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3965,6.83778370476036,7.472809693442224,NA,NA,6.1654019567780765,6.407795167596346,7.450168754994078,6.299554749926101,5.534592168859267,6.06733912864297,20.47599535498066,31.75944997001876,Night,recalcitrant,Day,recalcitrant
6749,NA,-6749,NA,7.616695339834885,NA,NA,NA,NA,NA,NA,NA,NA,7.616695339834885,0,Night,recalcitrant,Day,recalcitrant
6755,Lipids and lipid-like molecules;Steroids and steroid derivatives;Pregnane steroids,-6755,NA,8.156703284773986,NA,NA,NA,NA,8.146299232323507,NA,NA,NA,8.156703284773986,8.146299232323507,Night,recalcitrant,Day,recalcitrant
6755,NA,-6755,NA,8.156703284773986,NA,NA,NA,NA,8.146299232323507,NA,NA,NA,8.156703284773986,8.146299232323507,Night,recalcitrant,Day,recalcitrant
6761,NA,6108,NA,7.335931225837717,NA,NA,NA,NA,NA,NA,NA,NA,7.335931225837717,0,Night,recalcitrant,Day,recalcitrant
6762,NA,-6762,NA,NA,6.65070930739269,NA,NA,NA,NA,6.35749640138912,NA,NA,6.65070930739269,6.35749640138912,Night,recalcitrant,Day,recalcitrant
6767,Organic acids and derivatives,35,NA,5.7871535599974475,NA,NA,NA,NA,NA,NA,NA,NA,5.7871535599974475,0,Night,recalcitrant,Day,recalcitrant
6769,NA,-6769,NA,NA,NA,NA,NA,6.011447263965206,NA,5.762054702333737,NA,NA,0,11.773501966298943,Night,recalcitrant,Day,recalcitrant
6777,NA,-6777,NA,NA,NA,NA,NA,NA,NA,NA,6.7260566364600605,NA,0,6.7260566364600605,Night,recalcitrant,Day,recalcitrant
6784,NA,-6784,NA,NA,NA,NA,NA,NA,NA,6.279525629884093,NA,NA,0,6.279525629884093,Night,recalcitrant,Day,recalcitrant
6787,Organic acids and derivatives,437,NA,NA,NA,NA,6.17033530334616,NA,NA,NA,NA,NA,6.17033530334616,0,Night,recalcitrant,Day,depletolite
6792,NA,3990,NA,7.117267297675446,NA,NA,NA,NA,NA,NA,NA,NA,7.117267297675446,0,Night,recalcitrant,Day,recalcitrant
6795,NA,-6795,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.782069099275988,0,6.782069099275988,Night,recalcitrant,Day,recalcitrant
6798,NA,-6798,NA,NA,NA,NA,NA,NA,6.585938895830324,6.367140939418788,NA,NA,0,12.953079835249113,Night,recalcitrant,Day,recalcitrant
6802,NA,-6802,NA,7.372486140243195,NA,NA,NA,6.722629847249358,7.406768782798556,NA,NA,NA,7.372486140243195,14.129398630047914,Night,recalcitrant,Day,recalcitrant
6810,Lipids and lipid-like molecules,636,NA,7.075999830310501,NA,NA,NA,NA,6.553099424571119,NA,NA,NA,7.075999830310501,6.553099424571119,Night,recalcitrant,Day,recalcitrant
6822,NA,-6822,NA,NA,NA,NA,NA,NA,NA,6.579828085641195,NA,NA,0,6.579828085641195,Night,recalcitrant,NA,NA
6833,Lipids and lipid-like molecules;Prenol lipids;Diterpenoids,6256,NA,7.631408054101941,NA,NA,NA,NA,7.478202912093197,NA,NA,NA,7.631408054101941,7.478202912093197,Night,recalcitrant,Day,recalcitrant
6834,NA,-6834,6.120233936026701,6.764897054645557,NA,NA,6.204250459151394,NA,NA,NA,NA,NA,19.08938144982365,0,Night,recalcitrant,Day,recalcitrant
6835,NA,2346,6.184735843744017,6.272556977615743,6.769888504591997,6.679428090222146,5.65342753773081,6.3363549383656546,6.591450753152378,6.8907132991258235,6.376797915660404,NA,31.560036953904714,26.19531690630426,Night,recalcitrant,Day,recalcitrant
6838,NA,-6838,NA,6.578499209612767,NA,NA,NA,NA,NA,NA,NA,NA,6.578499209612767,0,Night,recalcitrant,Day,recalcitrant
6846,Organoheterocyclic compounds,5084,NA,NA,NA,NA,NA,NA,6.372909420962352,NA,6.315970343127178,6.335039970055799,0,19.02391973414533,Night,recalcitrant,Day,recalcitrant
6853,Benzenoids;Benzene and substituted derivatives;Phenylpropanes,923,NA,NA,7.045374175767346,NA,NA,NA,NA,NA,NA,NA,7.045374175767346,0,Night,recalcitrant,Day,recalcitrant
6859,NA,-6859,NA,6.264431980829176,NA,NA,NA,NA,NA,NA,NA,NA,6.264431980829176,0,Night,recalcitrant,Day,recalcitrant
6867,NA,-6867,NA,7.448697867550436,NA,NA,NA,NA,6.280415399602445,NA,NA,NA,7.448697867550436,6.280415399602445,Night,recalcitrant,Day,recalcitrant
6879,NA,-6879,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.362508422123046,0,6.362508422123046,Night,recalcitrant,Day,recalcitrant
6881,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",336,NA,NA,NA,NA,NA,NA,NA,6.091523560901034,NA,NA,0,6.091523560901034,Night,depletolite,Day,depletolite
6895,NA,-6895,NA,NA,NA,NA,NA,NA,NA,NA,7.478521970325378,NA,0,7.478521970325378,Night,depletolite,Day,recalcitrant
6898,Organoheterocyclic compounds;Azoles;Imidazoles,3110,NA,6.886805501275479,NA,NA,NA,NA,NA,NA,NA,NA,6.886805501275479,0,Night,recalcitrant,Day,recalcitrant
6909,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",72,NA,NA,NA,NA,NA,NA,NA,6.043789343953806,NA,NA,0,6.043789343953806,Night,recalcitrant,Day,recalcitrant
6912,Organic acids and derivatives,35,NA,NA,NA,NA,NA,NA,7.396915180985437,NA,NA,NA,0,7.396915180985437,Night,recalcitrant,Day,recalcitrant
6914,Organic acids and derivatives;Carboxylic acids and derivatives,798,NA,6.8309087048703585,NA,NA,NA,NA,NA,NA,NA,NA,6.8309087048703585,0,Night,recalcitrant,Day,recalcitrant
6919,NA,80,6.699113976307224,6.395893482589996,7.173619619183029,7.679090601938322,NA,6.262053786511967,6.2835223690090825,7.336166510935206,7.5030035421461,NA,27.94771768001857,27.384746208602355,Night,depletolite,Day,depletolite
6921,NA,217,NA,NA,NA,NA,NA,NA,NA,NA,6.354790402515828,NA,0,6.354790402515828,Night,recalcitrant,Day,recalcitrant
6925,NA,-6925,6.291223321651353,7.2034656971163376,NA,NA,NA,NA,6.517070121359284,NA,NA,NA,13.49468901876769,6.517070121359284,Night,recalcitrant,Day,recalcitrant
6947,Organic acids and derivatives;Carboxylic acids and derivatives,1041,NA,NA,NA,NA,NA,NA,6.629692685934982,NA,NA,NA,0,6.629692685934982,Night,recalcitrant,Day,recalcitrant
6956,NA,-6956,NA,NA,NA,NA,NA,NA,NA,2.764877285652722,NA,NA,0,2.764877285652722,Night,recalcitrant,Day,recalcitrant
6961,NA,-6961,NA,6.4685777750921645,NA,NA,NA,NA,5.6535499945164265,NA,NA,NA,6.4685777750921645,5.6535499945164265,Night,recalcitrant,Day,recalcitrant
6963,NA,1965,NA,5.8575149088495415,NA,NA,NA,NA,NA,NA,NA,NA,5.8575149088495415,0,Night,recalcitrant,Day,recalcitrant
6964,NA,-6964,NA,7.576619703651813,NA,NA,NA,NA,7.518965681863629,NA,NA,NA,7.576619703651813,7.518965681863629,Night,recalcitrant,Day,recalcitrant
6965,Lipids and lipid-like molecules;Prenol lipids;Diterpenoids,91,7.916316663185037,6.850311358429291,7.810896703775919,7.1227818363579765,NA,7.31887801703698,6.685603864442395,8.06835478865234,7.411616522720912,6.521549337231791,29.700306561748224,36.006002530084416,Night,recalcitrant,Day,recalcitrant
6966,Benzenoids,347,NA,6.6980957357720285,NA,NA,NA,NA,NA,NA,NA,NA,6.6980957357720285,0,Night,recalcitrant,Day,recalcitrant
6969,NA,-6969,6.151652490452289,6.001860541804776,6.559905673789727,5.964652128285936,5.92741141282924,6.923938506121079,6.7621404464516415,6.712053997228033,6.204685537021039,NA,30.605482247161966,26.602818486821793,Night,recalcitrant,Day,recalcitrant
6979,NA,567,NA,6.456926250949872,NA,NA,NA,NA,6.233227837807004,5.702404546726494,NA,NA,6.456926250949872,11.935632384533498,Night,recalcitrant,Day,recalcitrant
6989,NA,4915,5.9978043448207625,NA,NA,NA,NA,NA,6.21218852105914,NA,NA,NA,5.9978043448207625,6.21218852105914,Night,recalcitrant,Day,recalcitrant
6992,NA,80,6.761252936577126,NA,7.434177359558332,8.005713895145128,5.70761911456972,6.643533515239026,NA,7.650628213030311,7.705930135916704,NA,27.908763305850307,22.00009186418604,Night,depletolite,Day,depletolite
6995,Lipids and lipid-like molecules;Fatty Acyls,165,NA,8.241415813675232,NA,NA,NA,NA,NA,NA,NA,NA,8.241415813675232,0,Night,recalcitrant,Day,recalcitrant
6996,NA,-6996,5.899416305479225,6.384071459701365,NA,NA,NA,NA,NA,NA,NA,NA,12.283487765180588,0,Night,recalcitrant,Day,recalcitrant
6999,NA,6591,NA,3.270596050082797,NA,NA,NA,NA,6.323291147778871,NA,NA,NA,3.270596050082797,6.323291147778871,Night,recalcitrant,Day,recalcitrant
7002,NA,-7002,6.323286458148456,6.553414345967694,NA,NA,NA,5.603112542491823,6.825567938702349,6.01897105780177,NA,NA,12.87670080411615,18.44765153899594,Night,recalcitrant,Day,recalcitrant
7003,NA,-7003,NA,NA,6.269087464904937,NA,NA,NA,NA,3.406942956840162,NA,NA,6.269087464904937,3.406942956840162,Night,recalcitrant,Day,recalcitrant
7004,NA,-7004,NA,6.2506447636553055,NA,NA,6.219109291422971,NA,NA,NA,NA,NA,12.469754055078276,0,NA,NA,Day,recalcitrant
7006,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",5262,NA,NA,NA,NA,NA,NA,NA,5.647857349480583,NA,NA,0,5.647857349480583,Night,recalcitrant,Day,recalcitrant
7013,Lipids and lipid-like molecules;Fatty Acyls,2035,NA,NA,7.298114780839407,NA,NA,NA,NA,NA,NA,NA,7.298114780839407,0,Night,depletolite,Day,depletolite
7017,NA,-7017,NA,NA,NA,NA,6.45733659612198,NA,NA,NA,NA,NA,6.45733659612198,0,Night,recalcitrant,Day,recalcitrant
7018,NA,-7018,NA,NA,6.8788112627514515,NA,NA,NA,NA,NA,NA,NA,6.8788112627514515,0,Night,recalcitrant,Day,recalcitrant
7021,Benzenoids;Benzene and substituted derivatives,2386,NA,5.799383315934337,NA,NA,NA,NA,NA,NA,5.9575994567937425,NA,5.799383315934337,5.9575994567937425,Night,recalcitrant,Day,recalcitrant
7023,NA,-7023,6.8302191485961155,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8302191485961155,0,Night,recalcitrant,Day,recalcitrant
7028,Lipids and lipid-like molecules,167,NA,6.500612478555938,NA,NA,NA,NA,NA,NA,NA,NA,6.500612478555938,0,Night,depletolite,Day,depletolite
7034,Lipids and lipid-like molecules,2706,NA,3.5440036162392947,NA,NA,NA,NA,NA,NA,NA,NA,3.5440036162392947,0,Night,recalcitrant,Day,recalcitrant
7036,Lipids and lipid-like molecules;Fatty Acyls;Fatty amides,17,NA,NA,6.709356057915086,NA,NA,NA,NA,NA,NA,NA,6.709356057915086,0,Night,depletolite,Day,depletolite
7051,NA,-7051,8.92764148733618,NA,9.145810234295709,NA,9.146480442809057,NA,NA,NA,NA,NA,27.219932164440948,0,Night,recalcitrant,Day,depletolite
7055,NA,-7055,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,0,Night,recalcitrant,Day,depletolite
7057,NA,-7057,NA,NA,9.101259745252793,8.607502075535555,8.57389674814539,NA,NA,NA,NA,NA,26.28265856893374,0,Night,recalcitrant,Day,recalcitrant
7059,NA,346,8.320145887659661,8.323828608531674,8.527845660940326,8.557947474029648,8.505339412136982,7.794160146828556,NA,8.444464867815594,NA,8.467668841785294,42.23510704329829,24.706293856429443,Night,depletolite,Day,recalcitrant
7063,Benzenoids;Benzene and substituted derivatives;Phenylpropanes,5723,7.450599788608675,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.450599788608675,0,Night,recalcitrant,Day,recalcitrant
7064,NA,-7064,NA,NA,NA,NA,3.6503063071957764,NA,NA,NA,NA,NA,3.6503063071957764,0,NA,NA,Day,recalcitrant
7065,NA,-7065,8.345245677368974,8.39134113282008,8.428615713764401,NA,8.464645565474257,NA,NA,NA,NA,7.780228428139262,33.62984808942771,7.780228428139262,Night,depletolite,Day,depletolite
7066,NA,346,7.786224472333622,NA,NA,NA,8.509909875676502,NA,NA,NA,NA,NA,16.296134348010124,0,Night,depletolite,Day,recalcitrant
7067,NA,-7067,NA,NA,NA,NA,8.135751834513437,NA,NA,NA,NA,NA,8.135751834513437,0,Night,recalcitrant,Day,depletolite
7071,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",887,NA,NA,NA,NA,7.060610860174286,NA,NA,NA,NA,6.8729361301332865,7.060610860174286,6.8729361301332865,Night,recalcitrant,Day,depletolite
7074,NA,346,NA,8.074030064887204,8.174288518499091,NA,8.128205329118526,4.111702976281264,NA,8.181211834239267,NA,8.200449044631952,24.376523912504823,20.493363855152484,Night,depletolite,Day,recalcitrant
7076,Organic nitrogen compounds;Organonitrogen compounds;Amines,-7076,7.742901544098668,8.053948819041896,8.076405922909153,NA,8.033699470887367,NA,7.253412080322249,NA,NA,7.3114275585310855,31.906955756937084,14.564839638853336,Night,depletolite,Day,recalcitrant
7076,NA,-7076,7.742901544098668,8.053948819041896,8.076405922909153,NA,8.033699470887367,NA,7.253412080322249,NA,NA,7.3114275585310855,31.906955756937084,14.564839638853336,Night,depletolite,Day,recalcitrant
7077,NA,41,3.9538482591974238,7.840409399139471,3.524827188894158,0,3.6237364358788535,NA,0,NA,NA,2.5737602469574368,18.942821283109907,2.5737602469574368,Night,recalcitrant,Day,recalcitrant
7083,Lipids and lipid-like molecules,525,NA,NA,NA,NA,7.08042975572927,NA,NA,NA,NA,NA,7.08042975572927,0,Night,recalcitrant,Day,recalcitrant
7084,NA,-7084,7.582013931953281,7.8087088775133076,7.845570563774475,NA,8.402480392128368,NA,NA,NA,NA,NA,31.63877376536943,0,Night,recalcitrant,Day,recalcitrant
7087,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",918,NA,NA,NA,NA,6.8438256915341436,NA,NA,NA,NA,7.154428715498264,6.8438256915341436,7.154428715498264,Night,depletolite,Day,depletolite
7091,NA,-7091,NA,NA,NA,NA,6.984143047446658,NA,NA,NA,NA,NA,6.984143047446658,0,NA,NA,Day,recalcitrant
7092,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",918,NA,NA,NA,NA,6.7781675938311565,NA,NA,5.981854251447269,NA,7.141895122318052,6.7781675938311565,13.123749373765321,Night,depletolite,Day,depletolite
7093,NA,-7093,NA,6.916253622409039,NA,NA,6.861000867456587,NA,6.473592225765217,2.5125254940634467,NA,5.682231866959862,13.777254489865626,14.668349586788526,Night,recalcitrant,Day,recalcitrant
7094,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",887,NA,NA,NA,NA,6.9316631856802164,NA,NA,NA,NA,3.3560775070954345,6.9316631856802164,3.3560775070954345,Night,recalcitrant,Day,depletolite
7096,Lipids and lipid-like molecules;Prenol lipids,2429,NA,NA,NA,NA,7.782715263895296,NA,NA,NA,NA,NA,7.782715263895296,0,Night,depletolite,Day,recalcitrant
7108,NA,-7108,NA,NA,NA,NA,6.807261288981218,NA,NA,NA,NA,NA,6.807261288981218,0,NA,NA,Day,recalcitrant
7112,Organic acids and derivatives,412,6.007818535292895,6.818655362875231,NA,5.762488540565504,6.393369185546385,NA,5.816175160098929,2.550228203472858,NA,NA,24.982331624280015,8.366403363571788,Night,recalcitrant,Day,recalcitrant
7115,NA,-7115,NA,7.820386919241885,NA,NA,7.3496763734202215,NA,NA,NA,NA,NA,15.170063292662107,0,Night,recalcitrant,Day,depletolite
7117,Benzenoids;Benzene and substituted derivatives,451,NA,NA,NA,NA,6.508664188910602,NA,NA,NA,NA,NA,6.508664188910602,0,NA,NA,Day,recalcitrant
7118,NA,-7118,NA,7.95667159357692,NA,NA,NA,NA,6.908825863365508,6.410536722669022,NA,NA,7.95667159357692,13.31936258603453,Night,recalcitrant,Day,recalcitrant
7120,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3143,NA,NA,NA,NA,6.794706161004853,NA,NA,NA,NA,0,6.794706161004853,0,Night,recalcitrant,Day,recalcitrant
7122,Organic acids and derivatives,412,5.998781026237831,6.828578428441272,2.8535885667164935,5.341313165964356,6.453569542341392,NA,6.10624787532605,NA,NA,6.174276680692232,27.475830729701343,12.280524556018282,Night,recalcitrant,Day,recalcitrant
7123,NA,346,7.292146978955209,7.688025932166186,7.804798266335245,NA,7.745045904991441,3.958159599826747,NA,7.455503406993017,7.910102671426227,7.911006760304508,30.530017082448083,27.2347724385505,Night,depletolite,Day,recalcitrant
7131,NA,562,NA,NA,NA,NA,NA,6.113839898707023,NA,NA,NA,NA,0,6.113839898707023,Night,recalcitrant,Day,depletolite
7132,NA,61,3.8877641913825784,7.2981729593309135,7.541878006114002,6.932548959121645,7.169802668468254,NA,NA,NA,NA,NA,32.83016678441739,0,Night,depletolite,Day,recalcitrant
7135,Lipids and lipid-like molecules,5552,NA,NA,NA,NA,NA,NA,NA,6.2353531749092745,NA,NA,0,6.2353531749092745,Night,recalcitrant,Day,depletolite
7138,Lipids and lipid-like molecules,550,NA,NA,6.819295251667007,NA,NA,NA,7.234792071371418,6.501144101497881,NA,NA,6.819295251667007,13.735936172869298,Night,depletolite,Day,depletolite
7139,NA,-7139,NA,6.67980703997764,NA,NA,6.482717852719542,NA,NA,NA,NA,NA,13.162524892697181,0,NA,NA,Day,recalcitrant
7146,Organic acids and derivatives,1085,NA,NA,NA,NA,6.200726035046382,NA,NA,NA,NA,NA,6.200726035046382,0,NA,NA,Day,recalcitrant
7152,NA,-7152,NA,NA,NA,NA,7.453952100546889,NA,NA,7.2816182362734905,NA,NA,7.453952100546889,7.2816182362734905,Night,recalcitrant,Day,recalcitrant
7153,Organic acids and derivatives,412,NA,6.538488709481677,NA,NA,6.266203088301735,NA,6.101298716592977,0,NA,NA,12.804691797783413,6.101298716592977,Night,recalcitrant,Day,recalcitrant
7168,Organoheterocyclic compounds;Quinolines and derivatives;Benzoquinolines,521,NA,NA,NA,NA,6.882027845455854,NA,NA,NA,NA,NA,6.882027845455854,0,Night,depletolite,Day,recalcitrant
