feature_number,OTU,fdr
15289,Otu0003,0.048155579870319376
15310,Otu0003,0.04528669791462053
15358,Otu0003,0.035633863362616904
15601,Otu0003,0.04315490900522048
15618,Otu0003,0.011204854647374772
15675,Otu0003,1.3086006098892431e-5
15725,Otu0003,0.003648841520859813
15742,Otu0003,0.022140289677095488
15802,Otu0003,9.735328973357432e-4
15834,Otu0003,0.03864254747330682
15857,Otu0003,1.9222111919764827e-4
15866,Otu0003,0.003820147325231735
15910,Otu0003,0.01314478353899233
15915,Otu0003,7.806790520594775e-5
15959,Otu0003,7.631115453413854e-4
15989,Otu0003,0.0069096995058274815
15997,Otu0003,0.00444776929186176
16015,Otu0003,0.0059213749952399175
16044,Otu0003,0.04505028677424589
16072,Otu0003,0.04075377518500183
16090,Otu0003,0.015957953624912376
16138,Otu0003,4.521121592139234e-4
16234,Otu0003,0.020614484202095665
16235,Otu0003,0.013799884612137955
16329,Otu0003,2.204635003393548e-4
16337,Otu0003,0.0010683761376516024
16344,Otu0003,0.04079326901904401
16358,Otu0003,0.0022598422339495943
16363,Otu0003,0.00448114938018864
16408,Otu0003,7.670042233764136e-4
16493,Otu0003,2.7548213938712886e-4
16510,Otu0003,0.002811460463019259
16554,Otu0003,0.021164338651354697
16684,Otu0003,3.552646845461038e-9
16703,Otu0003,1.720132755035243e-5
16710,Otu0003,0.024279812798823797
16711,Otu0003,0.0032506138234610596
16755,Otu0003,0.016722231340171367
1678,Otu0003,0.023471208324499334
16869,Otu0003,0.0027565332027698146
16888,Otu0003,0.03888531437549752
16988,Otu0003,0.021523320670385686
17038,Otu0003,0.043750386284617276
17059,Otu0003,0.028812323532918082
17094,Otu0003,0.015478764803674052
17115,Otu0003,0.014918233781546709
17252,Otu0003,0.001649665421568259
17264,Otu0003,0.009693644783696135
17318,Otu0003,0.008360547144383074
17419,Otu0003,0.0013351261064057354
1747,Otu0003,0.0019056414262174964
17515,Otu0003,3.370998972833432e-4
17533,Otu0003,0.042744029780472766
17592,Otu0003,0.011053008954180089
17602,Otu0003,4.022579737939044e-5
17755,Otu0003,0.01899727238764306
17759,Otu0003,0.002038307281507237
17761,Otu0003,0.002225485378853427
17784,Otu0003,0.001068324157412417
17785,Otu0003,0.007026207645050956
17833,Otu0003,1.319773904958602e-5
17851,Otu0003,0.04551034214454811
17915,Otu0003,0.02563730282413551
17990,Otu0003,0.0025995584550172275
17992,Otu0003,0.0010391096049495443
18001,Otu0003,9.441763048077773e-5
18008,Otu0003,0.006152901516549931
18022,Otu0003,0.003923132768781717
18031,Otu0003,1.637608589785566e-5
18035,Otu0003,0.014401333940895353
18045,Otu0003,0.026661358785311926
1805,Otu0003,9.241282338694313e-4
18075,Otu0003,9.917709071497381e-8
18108,Otu0003,0.042722378178146475
18110,Otu0003,1.8677656841130106e-4
18160,Otu0003,0.0016540136812137306
18373,Otu0003,2.0013868125811498e-4
1842,Otu0003,1.2636458103441398e-4
18511,Otu0003,0.01353692740908518
18552,Otu0003,0.01436633657862743
18599,Otu0003,2.909683583947025e-4
18665,Otu0003,0.010876660140955457
18719,Otu0003,0.0047568952138319345
1882,Otu0003,0.01110070886806173
18960,Otu0003,0.005797723124136349
18962,Otu0003,2.643406542185636e-4
19052,Otu0003,0.03002142834825518
19156,Otu0003,1.8532780539835617e-5
19179,Otu0003,0.008893214552393646
19269,Otu0003,0.0022676795715799933
19284,Otu0003,0.04453332096646917
19324,Otu0003,3.778087496781215e-4
19379,Otu0003,0.022588995210780574
19382,Otu0003,0.02596027612637091
19390,Otu0003,0.0021549780138628424
19395,Otu0003,7.272144008412777e-4
19435,Otu0003,0.008402031743673696
19457,Otu0003,0.0076186163533672555
19469,Otu0003,0.02364352435236866
1949,Otu0003,4.473592384895826e-6
19509,Otu0003,0.04048931335718567
19539,Otu0003,0.04636155087633104
19603,Otu0003,0.017965406235703415
19608,Otu0003,0.0028203244796090815
19657,Otu0003,4.636189453788718e-5
19754,Otu0003,0.00676408153587285
19758,Otu0003,0.02171637083433348
19768,Otu0003,0.0046942588425104926
19858,Otu0003,0.010712798294854973
19864,Otu0003,0.04703811721904375
19911,Otu0003,0.0010682526625058308
19964,Otu0003,0.004231952760510981
20001,Otu0003,0.023961397424075413
20155,Otu0003,2.816107688812224e-4
20206,Otu0003,0.007305511016240543
20207,Otu0003,0.014609583813022
20223,Otu0003,0.01993574650068972
20247,Otu0003,0.01947464441215456
20254,Otu0003,0.0495493511465639
20320,Otu0003,4.842525158272632e-4
20321,Otu0003,4.6731368780442124e-4
20338,Otu0003,2.937616011522097e-6
20352,Otu0003,1.1903651659427759e-6
20361,Otu0003,9.494273000334816e-6
20365,Otu0003,2.7608802380977495e-6
20382,Otu0003,0.00793988725136593
20508,Otu0003,0.0025698687308665477
2058,Otu0003,7.483727120679461e-5
2059,Otu0003,0.0030426085015803957
20643,Otu0003,0.02535056050037728
20677,Otu0003,0.011649977576841919
20722,Otu0003,0.006851574266526881
2077,Otu0003,0.041902028019051976
2113,Otu0003,3.140655745119224e-4
2144,Otu0003,0.026978196917581406
2191,Otu0003,0.02007122264663334
2228,Otu0003,0.009996248523584272
2236,Otu0003,1.5888955854173316e-4
2352,Otu0003,3.6307559256787886e-4
2360,Otu0003,0.030875293822400597
2368,Otu0003,0.007920809923343831
2382,Otu0003,0.007237514169162278
2404,Otu0003,0.0014569623606909847
2448,Otu0003,0.006071978106430729
2496,Otu0003,0.009641345010820142
2500,Otu0003,0.018558596307625033
2522,Otu0003,0.005687408516493417
2525,Otu0003,0.048860798656766916
2529,Otu0003,0.005012457971262435
2551,Otu0003,0.0012592222871276393
2572,Otu0003,0.00237198932593955
2579,Otu0003,0.03725865893768486
2602,Otu0003,0.004692290375718702
2604,Otu0003,5.6176741058333485e-5
2619,Otu0003,0.020477333607608995
2629,Otu0003,0.020290267429237344
2660,Otu0003,0.02032275282448528
2696,Otu0003,0.001805162632665912
2720,Otu0003,0.013609766257510376
2724,Otu0003,1.9798502535751892e-4
2734,Otu0003,0.021982521525909893
2746,Otu0003,0.011788282524709776
2775,Otu0003,0.012534556118634625
2779,Otu0003,0.006115664975616511
2805,Otu0003,0.02401792754549783
2815,Otu0003,0.017635760302234394
2834,Otu0003,5.913634992904126e-4
2842,Otu0003,0.013608620520817825
2947,Otu0003,0.038229028531670095
2958,Otu0003,0.0027193490544103922
2999,Otu0003,0.002814410246872855
3029,Otu0003,0.004903671890213662
3067,Otu0003,0.015798377168259777
3078,Otu0003,1.5660896186595473e-4
3107,Otu0003,3.3325666428578436e-5
3132,Otu0003,0.002965113743858005
3194,Otu0003,0.023216407532738334
3222,Otu0003,0.010608456108621314
3270,Otu0003,0.01873830628060932
3292,Otu0003,0.021631458437428325
3321,Otu0003,2.5323960504716736e-4
3331,Otu0003,7.319714512123099e-4
3347,Otu0003,0.004788429837687515
3377,Otu0003,0.023368105658772922
3403,Otu0003,0.0010726427380090414
3413,Otu0003,0.016066950788632937
3424,Otu0003,2.7140101842619174e-5
3432,Otu0003,6.850399618566923e-4
3475,Otu0003,0.0035933568897816865
3494,Otu0003,0.022539246913302464
3501,Otu0003,1.1391743682327315e-5
3554,Otu0003,9.631892537501515e-5
3567,Otu0003,0.015730246717221327
3610,Otu0003,0.020746054556199527
3635,Otu0003,0.007439676631449596
3706,Otu0003,0.0010683056238672758
3720,Otu0003,0.03743231167431253
3751,Otu0003,0.009496541081416668
3768,Otu0003,0.03928177024576355
3790,Otu0003,0.0261391722708524
3791,Otu0003,0.019063670900268594
3811,Otu0003,0.0018528789207942294
3817,Otu0003,0.0015865556374540124
3850,Otu0003,6.021243587505206e-5
3874,Otu0003,0.01978779061750613
3915,Otu0003,0.00633941185286324
3953,Otu0003,0.004347978575352311
3966,Otu0003,0.0010821562303852102
3994,Otu0003,2.5080559444210478e-9
4001,Otu0003,3.966855102518065e-4
4108,Otu0003,0.04154692227997541
4121,Otu0003,0.0031336976187272573
4135,Otu0003,8.897027685047168e-4
4196,Otu0003,0.006987207968981352
4280,Otu0003,2.0032147301976514e-4
4348,Otu0003,0.0199306541826569
4354,Otu0003,2.0905106234399247e-8
4360,Otu0003,0.009261462257460903
4373,Otu0003,7.528739655809197e-6
4450,Otu0003,0.04062208605856516
4462,Otu0003,0.049861435357419395
449,Otu0003,6.788839715785521e-4
4492,Otu0003,0.014302586711286721
4500,Otu0003,3.420765371274475e-5
4514,Otu0003,3.1577813144227236e-7
4517,Otu0003,0.0073714962324667715
4568,Otu0003,0.03438951440852092
4577,Otu0003,7.431812953440735e-4
4579,Otu0003,2.859397214567839e-7
4585,Otu0003,6.0400931136948766e-5
4651,Otu0003,0.0024173978280826102
466,Otu0003,3.1550989058297363e-06
4669,Otu0003,3.161027423294528e-5
467,Otu0003,3.803463503346397e-4
4670,Otu0003,0.03769886761937392
4672,Otu0003,0.0010682932295151596
4701,Otu0003,0.0064939305448622146
4715,Otu0003,0.03132533060414381
4737,Otu0003,5.099526679319123e-4
4742,Otu0003,0.004214732255818106
4783,Otu0003,0.007000782449991631
4820,Otu0003,0.031587705724584594
4955,Otu0003,0.0032845571046254745
4973,Otu0003,0.002940852947201848
4976,Otu0003,1.0277626039773566e-4
4995,Otu0003,0.042216539768331146
5174,Otu0003,0.005290608497783359
5275,Otu0003,0.027964229800536262
5390,Otu0003,0.021340935161494757
5501,Otu0003,0.014974655516349373
5675,Otu0003,0.025878120583448214
5789,Otu0003,0.0041539184153242875
5916,Otu0003,7.451268682579221e-5
592,Otu0003,3.900315105140164e-7
6334,Otu0003,0.011396536233069429
6394,Otu0003,0.004529255793813337
6434,Otu0003,0.015123853472250232
6531,Otu0003,0.007227574152492252
6616,Otu0003,2.0955445983257976e-5
6626,Otu0003,0.0010482986265968899
6635,Otu0003,0.042506758212369405
6733,Otu0003,7.164494636511839e-6
6745,Otu0003,0.01004775260178611
6829,Otu0003,0.02334838076616747
6867,Otu0003,2.3064488494600635e-4
6968,Otu0003,0.0012647115252214188
7052,Otu0003,0.0013192229778095652
7055,Otu0003,0.003227036501643997
7069,Otu0003,0.018154535616996946
7071,Otu0003,0.0040575324968713435
7074,Otu0003,0.010390191153727132
7088,Otu0003,0.0026540297257708085
7092,Otu0003,0.029095264240085822
7103,Otu0003,2.1377584056923667e-6
7115,Otu0003,0.0066166922457224445
7205,Otu0003,0.006557911888053502
7241,Otu0003,0.0032459959419626396
7242,Otu0003,0.020756693717801974
7262,Otu0003,0.00463938983302161
7264,Otu0003,0.03159147971815393
7275,Otu0003,0.0017790630941118951
7279,Otu0003,9.039599195414062e-4
7284,Otu0003,0.0014218115723428084
7297,Otu0003,0.028877937473867025
7311,Otu0003,6.919646907934115e-4
7328,Otu0003,0.007732629283012653
7329,Otu0003,3.842937913381281e-8
7362,Otu0003,0.02966884485188311
7365,Otu0003,0.028431379452176598
7379,Otu0003,0.024075929220437154
7411,Otu0003,0.013769512312458472
7412,Otu0003,6.957047025913549e-5
7425,Otu0003,0.004959196577997429
7470,Otu0003,0.004125522041704834
7523,Otu0003,0.039353591738682664
7537,Otu0003,3.3253883347197075e-4
7555,Otu0003,0.04456702428148899
7577,Otu0003,0.048554774187236346
7584,Otu0003,0.042768932957743144
7586,Otu0003,2.507683102801965e-4
7611,Otu0003,1.052105569094079e-5
7645,Otu0003,0.014452097728679255
768,Otu0003,8.390630441400106e-4
7685,Otu0003,0.0495277038907733
7712,Otu0003,0.017344274730982337
7746,Otu0003,0.03394091655976777
7801,Otu0003,0.0013170386023587362
7834,Otu0003,0.022478793799515933
7844,Otu0003,8.476583739216265e-4
794,Otu0003,0.043905155212171816
7945,Otu0003,0.0465406898768769
7973,Otu0003,0.026502807705494243
8011,Otu0003,0.027690319464070943
8036,Otu0003,0.033050204810384
8068,Otu0003,0.009031802892695739
8073,Otu0003,0.03740475113267706
8143,Otu0003,0.03350459499438481
8228,Otu0003,0.03274817288254895
8247,Otu0003,0.04322183779283565
8309,Otu0003,0.02325353531695524
8324,Otu0003,0.0018875614546614056
836,Otu0003,0.0014317376907007845
8365,Otu0003,0.024810703809761064
8483,Otu0003,0.0031277924099801014
8487,Otu0003,0.007834385659909654
8545,Otu0003,0.0036675464034646135
8609,Otu0003,0.008818654102752468
8667,Otu0003,0.001541005343908341
8669,Otu0003,7.152200425414542e-4
8759,Otu0003,2.6775192647431653e-6
8818,Otu0003,3.770958129983582e-4
8826,Otu0003,0.0015158603957664463
8855,Otu0003,0.0010683757835459702
8858,Otu0003,0.03513351036494989
8863,Otu0003,6.4177985422174e-4
8864,Otu0003,0.007277390964498902
8865,Otu0003,1.9946106365410898e-4
8895,Otu0003,4.51224773068705e-5
8954,Otu0003,0.024781966725384713
8962,Otu0003,0.01476549387988055
8965,Otu0003,0.011688816385156453
8984,Otu0003,4.466953682439239e-4
8989,Otu0003,0.02231082362368252
9024,Otu0003,0.029136424569311876
9040,Otu0003,0.024061834937334804
9117,Otu0003,0.012493320951652377
9132,Otu0003,0.0029896802025320265
9226,Otu0003,0.0017576393271437933
9228,Otu0003,0.010705913814709207
9230,Otu0003,0.0019991850755043273
9239,Otu0003,0.04569156301797204
9303,Otu0003,0.013748304777566667
9323,Otu0003,0.0042278442154378894
9328,Otu0003,0.009814503871148118
9362,Otu0003,0.002403722835803355
9368,Otu0003,0.02930341578347159
9371,Otu0003,0.01278089376439702
9393,Otu0003,0.007352711071846236
9402,Otu0003,0.017428030104511848
9414,Otu0003,0.005145525766697812
9417,Otu0003,0.011121348328416762
9444,Otu0003,4.261758414024786e-5
9458,Otu0003,9.757776277932548e-4
9509,Otu0003,3.5401937995060317e-4
9540,Otu0003,0.04205138809833407
9548,Otu0003,7.092656191478551e-4
9577,Otu0003,0.0021294933843247726
9637,Otu0003,0.007302889089055753
9646,Otu0003,0.018883292067576867
9679,Otu0003,0.022546739278301014
9681,Otu0003,0.022080025623028392
9759,Otu0003,3.1412985250385463e-6
9768,Otu0003,0.007866012507359845
9815,Otu0003,0.016257223557624503
9955,Otu0003,0.03183742367875986
9964,Otu0003,0.04673742390075058
9965,Otu0003,0.043801977070035955
10030,Otu0004,0.012457067300923547
10036,Otu0004,0.03122578399786851
10042,Otu0004,0.02260633983896039
10134,Otu0004,0.039704363430730416
1014,Otu0004,5.215031766225708e-4
10155,Otu0004,0.020507147227963683
10173,Otu0004,0.025605436024682397
10286,Otu0004,0.0038863794203784926
10300,Otu0004,0.0314183329782366
10310,Otu0004,5.268655512576713e-4
10395,Otu0004,0.04513721822092238
10414,Otu0004,0.027216854056240535
10457,Otu0004,0.037572168291486074
10490,Otu0004,0.027969251791656515
10505,Otu0004,0.011508087911193829
10598,Otu0004,0.014327625127804926
10615,Otu0004,0.02796063473415299
10622,Otu0004,0.03160285916009457
10629,Otu0004,2.7827032290050702e-5
10696,Otu0004,0.00910055925748356
10699,Otu0004,0.011399553819654403
10715,Otu0004,2.91625083313975e-4
10805,Otu0004,0.02345783305382473
10839,Otu0004,7.47561308265765e-4
10855,Otu0004,0.009685534779925446
10880,Otu0004,0.02133785049985323
10901,Otu0004,0.0075198922218486395
10936,Otu0004,0.018534959958296703
11015,Otu0004,0.032895494090848104
11016,Otu0004,0.0031183808330198107
11074,Otu0004,0.045095726019861115
11076,Otu0004,0.037782847443422723
11120,Otu0004,0.0010615223162194732
11148,Otu0004,0.004631591472526198
11155,Otu0004,0.0014169407902115128
11167,Otu0004,0.01857063673883533
11174,Otu0004,0.013882604272162398
11182,Otu0004,0.02543923095888079
11197,Otu0004,0.01701145302081064
11230,Otu0004,0.02785296554282948
11247,Otu0004,0.00564397747254956
11256,Otu0004,0.0014677148223867411
11257,Otu0004,0.019729327817995926
11259,Otu0004,0.006769950514641117
11260,Otu0004,0.003996748353263588
11265,Otu0004,0.03783490472663939
11313,Otu0004,1.9836332773377486e-4
11321,Otu0004,0.003106579396777605
11329,Otu0004,6.380467944883007e-4
11340,Otu0004,0.02361835603199462
11350,Otu0004,6.840147925969874e-4
11373,Otu0004,0.0020438829050400515
11385,Otu0004,0.008270462350377848
11389,Otu0004,0.008023356032308884
11395,Otu0004,0.01304421591861346
11404,Otu0004,1.7468231605846182e-4
11422,Otu0004,0.0020465844225493806
11427,Otu0004,0.013945931269104851
11440,Otu0004,0.005532378760813263
11483,Otu0004,0.024495217391448953
11492,Otu0004,0.017701391414890622
11506,Otu0004,0.007054615224355118
11517,Otu0004,0.04618697422231426
11523,Otu0004,6.044723061956783e-4
11535,Otu0004,0.02933327756073734
11544,Otu0004,1.609072535613331e-4
11573,Otu0004,0.017369269117576216
11580,Otu0004,0.0048509284627804615
11606,Otu0004,3.370691449698109e-5
11638,Otu0004,0.0051022398460879945
11660,Otu0004,0.02286118966012948
11666,Otu0004,2.21535588423671e-4
11670,Otu0004,2.4767272917358793e-4
11673,Otu0004,0.024635060291959394
11679,Otu0004,0.015983004411978998
11709,Otu0004,0.012528699151593157
11716,Otu0004,0.0010281112840349845
11745,Otu0004,0.025828649491476275
11748,Otu0004,1.3034003075154042e-4
11749,Otu0004,5.305030838706775e-4
11764,Otu0004,0.0013568207695386588
11783,Otu0004,0.0010378905656551658
11788,Otu0004,2.0419618612276438e-4
11835,Otu0004,0.0012134641676767085
11901,Otu0004,0.0010567399131115216
11905,Otu0004,0.030441495720977717
11924,Otu0004,0.032686732200961584
11935,Otu0004,8.611513357413751e-4
12007,Otu0004,0.0464558848882634
12023,Otu0004,1.7834764094694543e-4
12043,Otu0004,0.018116831537727623
12094,Otu0004,0.01127654394479091
12123,Otu0004,0.014200141906159217
12129,Otu0004,0.006092971753741468
12247,Otu0004,0.002304778500610436
12305,Otu0004,0.0012360880677836476
12322,Otu0004,0.02620829559251154
12347,Otu0004,1.5741386113759915e-4
12376,Otu0004,0.04274845556566075
12422,Otu0004,2.828347549342218e-5
12470,Otu0004,0.0030019142653139115
12564,Otu0004,0.0076496770063973025
12573,Otu0004,0.021210772318336294
12607,Otu0004,0.0027115353740294803
12613,Otu0004,0.006520840079565521
12645,Otu0004,0.0024726711105827887
12681,Otu0004,0.04029906010250378
12691,Otu0004,0.008768192964414044
12693,Otu0004,0.025985426607150724
12696,Otu0004,1.0826417186947058e-4
12700,Otu0004,0.012535086187351455
12707,Otu0004,0.047180749897984146
12757,Otu0004,0.01613199844362987
12765,Otu0004,0.022532283108046832
12776,Otu0004,0.02352151890355909
12803,Otu0004,8.199293820263939e-4
12812,Otu0004,0.009194574814651392
12853,Otu0004,0.0021376848006324565
12864,Otu0004,0.04025255052859958
12886,Otu0004,0.03372302393244088
12898,Otu0004,5.442463499198722e-4
12928,Otu0004,0.014760199909308965
12938,Otu0004,0.025661677522178475
12992,Otu0004,0.011666591581324156
13043,Otu0004,4.911440837294509e-4
13051,Otu0004,0.0022437393874019146
13062,Otu0004,0.03062205725364321
13076,Otu0004,0.029200240395064633
13085,Otu0004,0.009699547317515904
13096,Otu0004,1.060711349825321e-4
13127,Otu0004,1.4549411592271384e-7
13135,Otu0004,5.6712385426060454e-5
13163,Otu0004,0.005190425139544461
13173,Otu0004,0.04197629943378029
13174,Otu0004,0.0024960233843687577
13175,Otu0004,6.743586750393463e-6
13189,Otu0004,0.0012577291503605217
13201,Otu0004,0.009977039591492903
13206,Otu0004,0.0028709229908351125
13207,Otu0004,5.886839086185405e-5
13243,Otu0004,0.0059359872224075015
13254,Otu0004,0.03317182598398054
13318,Otu0004,0.020617625845123992
13342,Otu0004,0.042858368138483476
13357,Otu0004,0.03185551855661206
13409,Otu0004,2.5310748350133905e-7
13444,Otu0004,0.007688872269912971
13466,Otu0004,0.011938130215398836
13475,Otu0004,0.0325922047192295
13491,Otu0004,1.9425122707885604e-4
13504,Otu0004,0.0017490264935349652
13520,Otu0004,0.008365745496493862
13532,Otu0004,0.03213510128545007
13535,Otu0004,3.444599214738972e-5
13561,Otu0004,0.028953993022478933
13588,Otu0004,0.0017793568785340421
13727,Otu0004,0.0024849467777171936
13738,Otu0004,0.011052707743151865
14015,Otu0004,0.012270205137021855
14055,Otu0004,5.122343211692468e-4
14057,Otu0004,0.04324163104591688
14094,Otu0004,0.0014603300027206127
1410,Otu0004,6.278141408278981e-4
14111,Otu0004,0.023491213377003467
14120,Otu0004,6.110440790284458e-4
14131,Otu0004,0.03999332501244337
14157,Otu0004,0.003043574322431734
14238,Otu0004,0.02143458180345933
14239,Otu0004,0.021665436980471662
14283,Otu0004,0.001210572093456566
14284,Otu0004,0.007710194746362618
14305,Otu0004,0.0016930167980304725
14343,Otu0004,0.04661407413273958
14372,Otu0004,0.006628051256367109
14402,Otu0004,0.005911778040815154
14409,Otu0004,0.04719166161801614
