feature_number,network,activity,num_features,DayNight,quadrant,min_nosc,max_nosc,min_log2,max_log2,molnet_string,CCA,Dictyota,Pocillopora verrucosa,Porites lobata,Turf,Water control
6734,1119,depletolite,18,Day,2,-1.333333333333333,-0.7199999999999998,-13.13213257779773,9.594590393131051,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Sesquiterpenoids,-0.9132414267822274,-0.5076665998509702,-2.53796833939755,-0.4754571955238227,-1.0772063487737824,NA
7380,1119,depletolite,18,Day,2,-1.333333333333333,-0.7199999999999998,-13.13213257779773,9.594590393131051,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Sesquiterpenoids,-1.507007047747447,NA,NA,NA,NA,-1.6961858782956878
7380,1119,depletolite,18,Day,4,-1.333333333333333,-0.7199999999999998,-13.13213257779773,9.594590393131051,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Sesquiterpenoids,NA,-4.660493392232942,-6.1178852342808945,-8.778758227223241,-3.4297827108557057,NA
7917,1119,depletolite,18,Day,2,-1.333333333333333,-0.7199999999999998,-13.13213257779773,9.594590393131051,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Sesquiterpenoids,-0.36490605269245396,-0.02536540047999353,-3.2337449336269324,-0.661617161545387,-0.21527025998312008,-0.7283742081899447
8550,1119,depletolite,18,Day,2,-1.333333333333333,-0.7199999999999998,-13.13213257779773,9.594590393131051,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Sesquiterpenoids,NA,-2.011004477911966,NA,-0.5567003368007729,-0.2025861378603374,-0.514014491470554
8550,1119,depletolite,18,Day,4,-1.333333333333333,-0.7199999999999998,-13.13213257779773,9.594590393131051,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Sesquiterpenoids,-3.4196903151791953,NA,-4.664366199447208,NA,NA,NA
8566,1119,depletolite,18,Day,2,-1.333333333333333,-0.7199999999999998,-13.13213257779773,9.594590393131051,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Sesquiterpenoids,-1.03876323992792,-1.8507355578680476,NA,NA,NA,-0.7700013318282537
8566,1119,depletolite,18,Day,4,-1.333333333333333,-0.7199999999999998,-13.13213257779773,9.594590393131051,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Sesquiterpenoids,NA,NA,-6.346643322224598,-3.9108334691798383,-4.0196771237634525,NA
8584,1119,depletolite,18,Day,2,-1.333333333333333,-0.7199999999999998,-13.13213257779773,9.594590393131051,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Sesquiterpenoids,NA,NA,-1.6375956557412834,-3.2118082170517424,NA,-1.7479407018459217
17991,1121,depletolite,5,Day,2,-1,-0.4615384615384617,-10.065592782072827,2.4323868124025427,Organic compounds;Organoheterocyclic compounds;Quinolines and derivatives;nan,-2.2003485528133577,-1.5411933618006435,-2.8974442996746306,-3.229847566353243,NA,-2.3913294066774293
17991,1121,depletolite,5,Day,4,-1,-0.4615384615384617,-10.065592782072827,2.4323868124025427,Organic compounds;Organoheterocyclic compounds;Quinolines and derivatives;nan,NA,NA,NA,NA,-5.075261785153065,NA
7249,1121,depletolite,5,Day,2,-1,-0.4615384615384617,-10.065592782072827,2.4323868124025427,Organic compounds;Organoheterocyclic compounds;Quinolines and derivatives;nan,-3.218416195320469,-1.6845230174954118,-1.2464981521328833,-1.7752510857182435,-0.8811872298694973,-2.063988211846001
2746,1140,depletolite,4,Day,2,-2.071428571428571,-1.333333333333333,-5.181044396437132,4.081643684608717,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Lineolic acids and derivatives,NA,-0.299188521431689,-1.658018754271914,-1.1342098034084418,-0.16836320357776868,NA
2746,1140,depletolite,4,Day,4,-2.071428571428571,-1.333333333333333,-5.181044396437132,4.081643684608717,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Lineolic acids and derivatives,-3.7418253042787804,NA,NA,NA,NA,-4.238619972211683
3541,1140,depletolite,4,Day,2,-2.071428571428571,-1.333333333333333,-5.181044396437132,4.081643684608717,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Lineolic acids and derivatives,-0.7146416167890199,-1.1194845808024414,-0.243667256574189,-1.1095683539449823,-0.135708985541088,-2.3411948708053663
20663,1141,depletolite,2,Day,2,-0.6190476190476186,-0.6190476190476186,-10.422659634905159,1.2303597202108558,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-2.897093953355747,-0.012132856189171398,NA,NA,-0.4420201817522166,-0.16982367448829644
6620,1141,depletolite,2,Day,2,-0.6190476190476186,-0.6190476190476186,-10.422659634905159,1.2303597202108558,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-2.4664061748473993,NA,-0.5382007608738634,NA,-0.26201137299025207,NA
18022,1143,depletolite,18,Day,3,0.47058823529411775,0.47058823529411775,-10.419176821446795,8.494599148822461,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Triterpenoids,NA,-7.676997067893431,NA,NA,NA,NA
18116,1143,depletolite,18,Day,3,0.47058823529411775,0.47058823529411775,-10.419176821446795,8.494599148822461,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Triterpenoids,NA,-7.419599875286455,-6.572819472531777,NA,-3.579511437507375,NA
11190,1153,depletolite,2,Day,4,-0.8571428571428568,-0.8571428571428568,-11.165658825624792,4.980887270856941,Organic compounds;Organoheterocyclic compounds;Benzene and substituted derivatives;nan,-3.7951942035077035,-4.498254868841348,-3.98855492779915,-4.634610059783736,-5.347767116225397,-3.638460497047554
11242,1153,depletolite,2,Day,2,-0.8571428571428568,-0.8571428571428568,-11.165658825624792,4.980887270856941,Organic compounds;Organoheterocyclic compounds;Benzene and substituted derivatives;nan,NA,NA,NA,NA,-2.790905445153141,NA
11242,1153,depletolite,2,Day,4,-0.8571428571428568,-0.8571428571428568,-11.165658825624792,4.980887270856941,Organic compounds;Organoheterocyclic compounds;Benzene and substituted derivatives;nan,-3.6261975746579798,NA,-4.636161487132351,-3.8384081789462545,NA,-3.9408299799822575
7149,1170,depletolite,2,Day,4,-1.851851851851852,-0.75,-13.152464418637527,11.57392956234187,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Fatty alcohols,NA,NA,NA,NA,-13.150305053324981,-9.652447672765664
7264,1170,depletolite,2,Day,4,-1.851851851851852,-0.75,-13.152464418637527,11.57392956234187,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Fatty alcohols,-5.895237186633407,NA,NA,NA,-8.606122239353668,-9.127405184971286
20024,1172,depletolite,4,Day,1,0,0.5,-13.113531301013065,13.318715710994075,"Organic compounds;Benzenoids;Benzene and substituted derivatives;Amino acids, peptides, and analogues",NA,-1.0968031441435802,NA,-1.697749501619865,-0.4965728343122639,-2.817340198161894
20024,1172,depletolite,4,Day,3,0,0.5,-13.113531301013065,13.318715710994075,"Organic compounds;Benzenoids;Benzene and substituted derivatives;Amino acids, peptides, and analogues",-3.4464923541550574,NA,-5.974119921199704,NA,NA,NA
4677,1172,depletolite,4,Day,1,0,0.5,-13.113531301013065,13.318715710994075,"Organic compounds;Benzenoids;Benzene and substituted derivatives;Amino acids, peptides, and analogues",-2.763442395289315,-1.3399135500565216,-0.8170537001192573,-1.7586234371790277,NA,NA
4677,1172,depletolite,4,Day,3,0,0.5,-13.113531301013065,13.318715710994075,"Organic compounds;Benzenoids;Benzene and substituted derivatives;Amino acids, peptides, and analogues",NA,NA,NA,NA,-9.49148003649615,NA
4784,1172,depletolite,4,Day,2,0,0.5,-13.113531301013065,13.318715710994075,"Organic compounds;Benzenoids;Benzene and substituted derivatives;Amino acids, peptides, and analogues",NA,-1.9310751235149541,-1.4635513842202583,NA,-2.1268009285198173,-0.07767092756501387
4784,1172,depletolite,4,Day,4,0,0.5,-13.113531301013065,13.318715710994075,"Organic compounds;Benzenoids;Benzene and substituted derivatives;Amino acids, peptides, and analogues",NA,NA,NA,-3.3335687551883826,NA,NA
12279,1177,depletolite,13,Day,4,-1.5,2,-10.296869352611575,12.769919010448346,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-7.982210839068184,NA,NA,-5.188103614730897,-7.1006564658602045,-7.236031676220007
12304,1177,depletolite,13,Day,4,-1.5,2,-10.296869352611575,12.769919010448346,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-6.541475815623862,NA,NA,-6.400915534449416,NA,-9.680044469835657
12439,1177,depletolite,13,Day,2,-1.5,2,-10.296869352611575,12.769919010448346,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,-1.9135667375402716,NA,NA,NA,NA
12439,1177,depletolite,13,Day,4,-1.5,2,-10.296869352611575,12.769919010448346,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-5.478944627409659,NA,-7.550460131966169,-3.8185747266149077,-6.502014251213357,-4.028649714741312
1707,1177,depletolite,13,Day,2,-1.5,2,-10.296869352611575,12.769919010448346,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,-1.120222238216704,NA,NA,NA,NA
18039,1177,depletolite,13,Day,4,-1.5,2,-10.296869352611575,12.769919010448346,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-6.763737614247688,-5.0092016179663,-9.413005500021578,-8.241302567520115,-6.187841176727476,-5.5981561011303915
18069,1177,depletolite,13,Day,2,-1.5,2,-10.296869352611575,12.769919010448346,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-0.8010794397836447,-1.3939815395168522,NA,NA,NA,NA
7534,1177,depletolite,13,Day,2,-1.5,2,-10.296869352611575,12.769919010448346,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,-3.1201216367579905,NA,NA,NA,-1.5930934845535636
7534,1177,depletolite,13,Day,4,-1.5,2,-10.296869352611575,12.769919010448346,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-3.302627522895064,NA,-6.88753653660313,-5.970021028653205,-7.531567807776633,NA
9598,1177,depletolite,13,Day,4,-1.5,2,-10.296869352611575,12.769919010448346,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-6.763737614247688,-5.0092016179663,-9.413005500021578,-7.6775034750531566,-6.187841176727476,-4.645462916308624
9673,1177,depletolite,13,Day,2,-1.5,2,-10.296869352611575,12.769919010448346,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,-0.5806639653025105,NA,-2.0755384180786196,-2.4194429019015478,NA
9673,1177,depletolite,13,Day,4,-1.5,2,-10.296869352611575,12.769919010448346,"Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-4.998301644823448,NA,-6.244100455312197,NA,NA,-3.607793372276206
3146,1193,depletolite,15,Day,1,-1.5925925925925926,1.7999999999999998,-12.170912212928299,9.458734557841774,Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Piperazines,NA,NA,NA,-1.3965185112757341,-3.1758546885083225,NA
3146,1193,depletolite,15,Day,3,-1.5925925925925926,1.7999999999999998,-12.170912212928299,9.458734557841774,Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Piperazines,-5.3397212743809,-3.8348937886600547,-6.539156480671291,NA,NA,-6.164542849517204
3571,1193,depletolite,15,Day,4,-1.5925925925925926,1.7999999999999998,-12.170912212928299,9.458734557841774,Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Piperazines,-6.26250587507619,NA,NA,NA,NA,NA
3872,1193,depletolite,15,Day,2,-1.5925925925925926,1.7999999999999998,-12.170912212928299,9.458734557841774,Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Piperazines,-2.4333128105717785,-0.01865881686448695,NA,-0.8555666709218084,-1.150167480545868,NA
4619,1193,depletolite,15,Day,2,-1.5925925925925926,1.7999999999999998,-12.170912212928299,9.458734557841774,Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Piperazines,NA,NA,NA,-2.926305095846878,NA,NA
4619,1193,depletolite,15,Day,4,-1.5925925925925926,1.7999999999999998,-12.170912212928299,9.458734557841774,Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Piperazines,-4.528991948671746,-7.21936209351855,-5.159036122452273,NA,NA,NA
4924,1193,depletolite,15,Day,2,-1.5925925925925926,1.7999999999999998,-12.170912212928299,9.458734557841774,Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Piperazines,-0.638924425473561,-1.8034070228228183,NA,-2.801515704323304,-2.907299205845173,-0.29194151345108493
4924,1193,depletolite,15,Day,4,-1.5925925925925926,1.7999999999999998,-12.170912212928299,9.458734557841774,Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Piperazines,NA,NA,-5.480744812228029,NA,NA,NA
9208,1193,depletolite,15,Day,4,-1.5925925925925926,1.7999999999999998,-12.170912212928299,9.458734557841774,Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Piperazines,NA,-8.385750926297836,-7.604461239291593,NA,NA,-6.4689972204160515
9262,1193,depletolite,15,Day,4,-1.5925925925925926,1.7999999999999998,-12.170912212928299,9.458734557841774,Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Piperazines,-4.609417449838231,-4.814606177139743,-5.531273432624695,-4.4515016724442695,NA,-7.334350315956845
15373,1196,depletolite,2,Day,2,-1.4285714285714288,-1.384615384615385,-10.347700185084486,5.949752779981295,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,-1.7771681469301823,NA,-0.2710569193357646,NA,NA,NA
15373,1196,depletolite,2,Day,4,-1.4285714285714288,-1.384615384615385,-10.347700185084486,5.949752779981295,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,NA,NA,NA,-5.4313208328781695,NA,NA
4434,1196,depletolite,2,Day,4,-1.4285714285714288,-1.384615384615385,-10.347700185084486,5.949752779981295,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,-5.116347119427852,-6.250470188339242,-3.4522361699825557,-4.379318773597963,-5.122882977888098,-6.9039613832170375
18850,1234,depletolite,2,Day,2,-1,-0.2857142857142856,-11.831946428884276,11.064543824287359,Organic compounds;Benzenoids;Stilbenes;nan,NA,-1.0816623772923926,NA,NA,-2.530510247961616,-2.0294591433728604
18850,1234,depletolite,2,Day,4,-1,-0.2857142857142856,-11.831946428884276,11.064543824287359,Organic compounds;Benzenoids;Stilbenes;nan,NA,NA,-4.881455414135233,NA,NA,NA
18966,1234,depletolite,2,Day,2,-1,-0.2857142857142856,-11.831946428884276,11.064543824287359,Organic compounds;Benzenoids;Stilbenes;nan,-1.1856545384371362,NA,-0.886887207447206,NA,NA,-0.49008495122581014
NA,1248,depletolite,2,NA,NA,Inf,-Inf,-10.85878986444364,9.365147834434302,no matches;no matches;no matches;no matches,NA,NA,NA,NA,NA,NA
10486,1254,depletolite,25,Day,1,-1.0526315789473681,1.7647058823529411,-9.621251022092062,8.837461021044778,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-0.8738236817988624,-0.060122852063564505,NA,NA,NA,NA
10486,1254,depletolite,25,Day,3,-1.0526315789473681,1.7647058823529411,-9.621251022092062,8.837461021044778,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,NA,-4.893532364747755,-3.3528833650278,NA,NA
10717,1254,depletolite,25,Day,1,-1.0526315789473681,1.7647058823529411,-9.621251022092062,8.837461021044778,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-2.4109922020414083,-0.7078750170164552,NA,-0.18294806346987436,NA,-0.4097786530356956
10726,1254,depletolite,25,Day,1,-1.0526315789473681,1.7647058823529411,-9.621251022092062,8.837461021044778,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-0.15574736608153478,NA,-0.005036586502626013,-0.4342059540261279,-0.09978067854793606,-0.20909836251771957
10863,1254,depletolite,25,Day,2,-1.0526315789473681,1.7647058823529411,-9.621251022092062,8.837461021044778,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,-0.13046319699075107,-0.32338354607466446,NA,-2.331532646240209,-2.575603451228591
10863,1254,depletolite,25,Day,4,-1.0526315789473681,1.7647058823529411,-9.621251022092062,8.837461021044778,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-3.5451180009155747,NA,NA,NA,NA,NA
12118,1254,depletolite,25,Day,2,-1.0526315789473681,1.7647058823529411,-9.621251022092062,8.837461021044778,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,NA,-3.18478042091064,NA,NA,NA
12118,1254,depletolite,25,Day,4,-1.0526315789473681,1.7647058823529411,-9.621251022092062,8.837461021044778,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-5.982631119238829,-4.734033686519954,NA,-5.68670943479478,-6.8460820517516385,-5.94965083161228
18950,1254,depletolite,25,Day,4,-1.0526315789473681,1.7647058823529411,-9.621251022092062,8.837461021044778,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,-5.353220024073413,NA,-3.8985334735558457,-6.360450816634071,NA
19298,1254,depletolite,25,Day,2,-1.0526315789473681,1.7647058823529411,-9.621251022092062,8.837461021044778,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,-2.2603234513398025,NA,NA,NA,NA
19298,1254,depletolite,25,Day,4,-1.0526315789473681,1.7647058823529411,-9.621251022092062,8.837461021044778,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-6.612480435431387,NA,-4.036209863994646,-8.113234289420888,NA,NA
19305,1254,depletolite,25,Day,4,-1.0526315789473681,1.7647058823529411,-9.621251022092062,8.837461021044778,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,-5.244271937890786,-5.868360849100174,-7.337176837065325,-5.619359059643656,NA
19804,1254,depletolite,25,Day,2,-1.0526315789473681,1.7647058823529411,-9.621251022092062,8.837461021044778,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,-0.22078266117561027,-0.9624363862993083,NA,NA,NA
19804,1254,depletolite,25,Day,4,-1.0526315789473681,1.7647058823529411,-9.621251022092062,8.837461021044778,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-4.316468653729426,NA,NA,NA,-7.621619024376953,-3.594850432991361
6066,1254,depletolite,25,Day,1,-1.0526315789473681,1.7647058823529411,-9.621251022092062,8.837461021044778,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-1.0889627913762925,-0.5545096218841543,-1.1849803489544815,-1.4932817232000852,NA,NA
8671,1254,depletolite,25,Day,2,-1.0526315789473681,1.7647058823529411,-9.621251022092062,8.837461021044778,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,-1.6552665237428783,NA,NA,NA,NA
8671,1254,depletolite,25,Day,4,-1.0526315789473681,1.7647058823529411,-9.621251022092062,8.837461021044778,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-8.160977416762389,NA,-8.202896934152651,-4.387491747064714,-8.085620923634261,-5.108736324777639
2503,1255,depletolite,9,Day,2,-1.333333333333333,-0.75,-11.786292656750232,2.8334859995514075,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Sesquiterpenoids,NA,-0.3298704138368932,NA,-1.7051427090312858,NA,NA
2638,1255,depletolite,9,Day,2,-1.333333333333333,-0.75,-11.786292656750232,2.8334859995514075,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Sesquiterpenoids,NA,-3.1938342920047176,-2.230206086967935,-1.9993005958729397,-2.0157480985078933,-2.026745916902495
2638,1255,depletolite,9,Day,4,-1.333333333333333,-0.75,-11.786292656750232,2.8334859995514075,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Sesquiterpenoids,-7.045125835850647,NA,NA,NA,NA,NA
806,1255,depletolite,9,Day,2,-1.333333333333333,-0.75,-11.786292656750232,2.8334859995514075,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Sesquiterpenoids,-0.19722243209355897,-0.500809187167773,-0.24554372069502656,-1.1728906694576149,NA,NA
8755,1255,depletolite,9,Day,2,-1.333333333333333,-0.75,-11.786292656750232,2.8334859995514075,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Sesquiterpenoids,-2.470028049692733,-0.5595079857479746,-2.1144866823813873,-0.8252929925440622,-1.0729827585282643,-1.3832353232158812
4354,1272,depletolite,2,Day,2,-1.5999999999999996,1.0909090909090908,-11.33392674025454,1.1143459096553388,Organic compounds;Phenylpropanoids and polyketides;Coumarins and derivatives;nan,NA,NA,-1.6047307325137814,-3.1967210445403746,-2.233387075645682,NA
4354,1272,depletolite,2,Day,4,-1.5999999999999996,1.0909090909090908,-11.33392674025454,1.1143459096553388,Organic compounds;Phenylpropanoids and polyketides;Coumarins and derivatives;nan,-3.730861167700894,-3.9511273165782477,NA,NA,NA,-4.60656500716679
6325,1272,depletolite,2,Day,1,-1.5999999999999996,1.0909090909090908,-11.33392674025454,1.1143459096553388,Organic compounds;Phenylpropanoids and polyketides;Coumarins and derivatives;nan,-0.6138170076158583,NA,-1.8382624996930548,NA,-2.848230553710146,-2.041043221550223
6325,1272,depletolite,2,Day,3,-1.5999999999999996,1.0909090909090908,-11.33392674025454,1.1143459096553388,Organic compounds;Phenylpropanoids and polyketides;Coumarins and derivatives;nan,NA,-3.515389542034485,NA,-6.110236683288876,NA,NA
6824,1276,depletolite,3,Day,2,-2.166666666666667,-0.8421052631578947,-11.161087173979658,2.9467243102716743,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-1.1660975174282866,NA,NA,-1.3989117813296024,-2.069680567422423,NA
6824,1276,depletolite,3,Day,4,-2.166666666666667,-0.8421052631578947,-11.161087173979658,2.9467243102716743,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",NA,-3.77866855423065,-4.189943164950941,NA,NA,-3.829764919190034
6840,1276,depletolite,3,Day,2,-2.166666666666667,-0.8421052631578947,-11.161087173979658,2.9467243102716743,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-0.4000012299627648,-0.493999363826637,NA,NA,NA,-0.4240102455493169
12024,1284,depletolite,10,Day,2,-1.75,-1.5294117647058822,-12.199728815794801,6.601710824863329,Organic compounds;Organic nitrogen compounds;Organonitrogen compounds;Amines,NA,-1.1705526763903746,-0.7556823104809944,-0.8570147803654597,-1.7452754160282131,NA
12024,1284,depletolite,10,Day,4,-1.75,-1.5294117647058822,-12.199728815794801,6.601710824863329,Organic compounds;Organic nitrogen compounds;Organonitrogen compounds;Amines,-7.933115572321604,NA,NA,NA,NA,-6.599668063377525
18716,1284,depletolite,10,Day,2,-1.75,-1.5294117647058822,-12.199728815794801,6.601710824863329,Organic compounds;Organic nitrogen compounds;Organonitrogen compounds;Amines,NA,-2.0178927558360065,NA,-2.329493318880686,-2.689235950050883,NA
18716,1284,depletolite,10,Day,4,-1.75,-1.5294117647058822,-12.199728815794801,6.601710824863329,Organic compounds;Organic nitrogen compounds;Organonitrogen compounds;Amines,-7.999738752762038,NA,NA,NA,NA,-5.930791632654735
10502,1291,depletolite,8,Day,2,-1.2631578947368425,-1.1111111111111107,-11.127295034360762,10.565886930248237,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Carbohydrates and carbohydrate conjugates,-1.8087115095251791,-0.28539942914058264,-1.5888762097021027,-2.842273769728771,-1.2960495764276143,-0.1363506317184117
10681,1291,depletolite,8,Day,2,-1.2631578947368425,-1.1111111111111107,-11.127295034360762,10.565886930248237,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Carbohydrates and carbohydrate conjugates,NA,-1.5893438353857647,-2.2646390140500077,NA,-2.895597897249462,NA
10681,1291,depletolite,8,Day,4,-1.2631578947368425,-1.1111111111111107,-11.127295034360762,10.565886930248237,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Carbohydrates and carbohydrate conjugates,-3.4192084041895603,NA,NA,-6.354793512404759,NA,-7.656724389040072
10691,1291,depletolite,8,Day,2,-1.2631578947368425,-1.1111111111111107,-11.127295034360762,10.565886930248237,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Carbohydrates and carbohydrate conjugates,NA,-1.0376175342022216,NA,NA,-2.1596151538154893,NA
10691,1291,depletolite,8,Day,4,-1.2631578947368425,-1.1111111111111107,-11.127295034360762,10.565886930248237,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Carbohydrates and carbohydrate conjugates,-7.144159296651137,NA,NA,-8.97655939634167,NA,-7.984532835170428
12677,1291,depletolite,8,Day,2,-1.2631578947368425,-1.1111111111111107,-11.127295034360762,10.565886930248237,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Carbohydrates and carbohydrate conjugates,NA,NA,-1.3608749602123562,NA,NA,NA
12677,1291,depletolite,8,Day,4,-1.2631578947368425,-1.1111111111111107,-11.127295034360762,10.565886930248237,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Carbohydrates and carbohydrate conjugates,-5.675253604731479,NA,NA,-7.593252481015724,NA,-5.29463572962566
16377,1291,depletolite,8,Day,2,-1.2631578947368425,-1.1111111111111107,-11.127295034360762,10.565886930248237,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Carbohydrates and carbohydrate conjugates,NA,-0.870672545526516,-0.2122163688313393,NA,-1.9136407315885025,NA
16377,1291,depletolite,8,Day,4,-1.2631578947368425,-1.1111111111111107,-11.127295034360762,10.565886930248237,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Carbohydrates and carbohydrate conjugates,-7.015126031899429,NA,NA,-8.623640451351468,NA,-7.078957286451185
6142,1291,depletolite,8,Day,2,-1.2631578947368425,-1.1111111111111107,-11.127295034360762,10.565886930248237,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Carbohydrates and carbohydrate conjugates,-2.4510733023628917,-1.4010353147341446,-0.5051593798236574,NA,-0.8013086678582669,-2.063434508872416
6142,1291,depletolite,8,Day,4,-1.2631578947368425,-1.1111111111111107,-11.127295034360762,10.565886930248237,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Carbohydrates and carbohydrate conjugates,NA,NA,NA,-4.441777560413724,NA,NA
7538,1291,depletolite,8,Day,2,-1.2631578947368425,-1.1111111111111107,-11.127295034360762,10.565886930248237,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Carbohydrates and carbohydrate conjugates,NA,-1.6872744558783637,-2.3926177432412645,NA,-0.16562330415308463,NA
7538,1291,depletolite,8,Day,4,-1.2631578947368425,-1.1111111111111107,-11.127295034360762,10.565886930248237,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Carbohydrates and carbohydrate conjugates,-3.999817892096411,NA,NA,-11.125135669048216,NA,-8.894607006077074
