Plate Name,Gate Name,Table Code,sample_name,Organism,DayNight,Timepoint,Replicate,Event Count,Mean SSC,Mean SYBR,Cells µL-1,% Parent,% Total
DORCIERR_T0N-T3N,SYBR Polygon,A5,D_CC_1_T0N,CCA,Night,T0,1,9938,1969.704834,228826.5625,202.816327,0.52590358,0.52590358
DORCIERR_T0N-T3N,SYBR Polygon,A6,D_CC_2_T0N,CCA,Night,T0,2,9946,2026.511719,237526.96875,198.92,0.51748179,0.51748179
DORCIERR_T0N-T3N,SYBR Polygon,A7,D_DT_1_T0N,Dictyota,Night,T0,1,8943,1963.631714,243605.84375,178.86,0.53763376,0.53763376
DORCIERR_T0N-T3N,SYBR Polygon,A8,D_DT_2_T0N,Dictyota,Night,T0,2,9000,2122.734375,235817.90625,183.673469,0.42906177999999995,0.42906177999999995
DORCIERR_T0N-T3N,SYBR Polygon,A9,D_PV_1_T0N,Pocillopora verrucosa,Night,T0,1,7781,2040.526855,200664.90625,158.795918,0.38918621999999997,0.38918621999999997
DORCIERR_T0N-T3N,SYBR Polygon,A10,D_PV_2_T0N,Pocillopora verrucosa,Night,T0,2,7632,2014.795288,209048.6875,155.755102,0.51242111,0.51242111
DORCIERR_T0N-T3N,SYBR Polygon,A3,D_PL_1_T0N,Porites lobata,Night,T0,1,8124,1918.053467,167816.609375,165.795918,0.46848509,0.46848509
DORCIERR_T0N-T3N,SYBR Polygon,A4,D_PL_2_T0N,Porites lobata,Night,T0,2,7621,1751.995361,162527.203125,152.42,0.47194699,0.47194699
DORCIERR_T0N-T3N,SYBR Polygon,A11,D_TR_1_T0N,Turf,Night,T0,1,9429,1992.790039,222368.984375,192.428571,0.55789598,0.55789598
DORCIERR_T0N-T3N,SYBR Polygon,A12,D_TR_2_T0N,Turf,Night,T0,2,9838,2139.60083,226351.25,200.77551,0.5730762500000001,0.5730762500000001
DORCIERR_T0N-T3N,SYBR Polygon,B5,D_WA_1_T1N,Water control,Night,T1,1,11204,2734.710449,245291.40625,228.653061,0.30271263000000004,0.30271263000000004
DORCIERR_T0N-T3N,SYBR Polygon,B6,D_WA_2_T1N,Water control,Night,T1,2,11533,2742.907959,246715.015625,235.367347,0.28731938,0.28731938
DORCIERR_T0N-T3N,SYBR Polygon,B7,D_WA_3_T1N,Water control,Night,T1,3,12512,2880.909912,264359.96875,250.24,0.30304939000000003,0.30304939000000003
DORCIERR_T0N-T3N,SYBR Polygon,B8,D_WA_4_T1N,Water control,Night,T1,4,11957,2683.752197,255892.5,239.14,0.31533836,0.31533836
DORCIERR_T0N-T3N,SYBR Polygon,C1,D_CC_1_T1N,CCA,Night,T1,1,13299,3122.331787,249501.578125,277.0625,0.31557590999999996,0.31557590999999996
DORCIERR_T0N-T3N,SYBR Polygon,C2,D_CC_2_T1N,CCA,Night,T1,2,12963,3192.683594,252014.328125,259.26,0.33556821,0.33556821
DORCIERR_T0N-T3N,SYBR Polygon,C3,D_CC_3_T1N,CCA,Night,T1,3,13150,3156.249512,241321.0625,268.367347,0.35068537,0.35068537
DORCIERR_T0N-T3N,SYBR Polygon,C4,D_CC_4_T1N,CCA,Night,T1,4,14268,3072.949463,254421.890625,291.183673,0.36418398,0.36418398
DORCIERR_T0N-T3N,SYBR Polygon,C5,D_DT_1_T1N,Dictyota,Night,T1,1,13906,2848.734863,268978.46875,278.12,0.303062,0.303062
DORCIERR_T0N-T3N,SYBR Polygon,C6,D_DT_2_T1N,Dictyota,Night,T1,2,14798,2767.828613,280152.59375,295.96,0.35046419,0.35046419
DORCIERR_T0N-T3N,SYBR Polygon,C7,D_DT_3_T1N,Dictyota,Night,T1,3,13818,2913.204834,263448.90625,276.36,0.38308844000000003,0.38308844000000003
DORCIERR_T0N-T3N,SYBR Polygon,C8,D_DT_4_T1N,Dictyota,Night,T1,4,13748,2519.153564,268125.5,280.571429,0.38613639,0.38613639
DORCIERR_T0N-T3N,SYBR Polygon,C9,D_PV_1_T1N,Pocillopora verrucosa,Night,T1,1,13591,2899.225586,246028.421875,277.367347,0.31277472,0.31277472
DORCIERR_T0N-T3N,SYBR Polygon,C10,D_PV_2_T1N,Pocillopora verrucosa,Night,T1,2,12801,3065.038574,253951.921875,261.244898,0.30909091,0.30909091
DORCIERR_T0N-T3N,SYBR Polygon,C11,D_PV_3_T1N,Pocillopora verrucosa,Night,T1,3,12733,2817.474121,229543.78125,259.857143,0.27796455000000003,0.27796455000000003
DORCIERR_T0N-T3N,SYBR Polygon,C12,D_PV_4_T1N,Pocillopora verrucosa,Night,T1,4,12370,2786.144531,247058.015625,247.4,0.30486002,0.30486002
DORCIERR_T0N-T3N,SYBR Polygon,B9,D_PL_1_T1N,Porites lobata,Night,T1,1,10398,2392.435547,213089.453125,212.204082,0.27107067,0.27107067
DORCIERR_T0N-T3N,SYBR Polygon,B10,D_PL_2_T1N,Porites lobata,Night,T1,2,10672,2407.319336,209643.359375,213.44,0.28220859,0.28220859
DORCIERR_T0N-T3N,SYBR Polygon,B11,D_PL_3_T1N,Porites lobata,Night,T1,3,10546,2453.935791,197491.015625,215.22449,0.28418982,0.28418982
DORCIERR_T0N-T3N,SYBR Polygon,B12,D_PL_4_T1N,Porites lobata,Night,T1,4,10129,2254.221436,200414.765625,206.714286,0.23927525,0.23927525
DORCIERR_T0N-T3N,SYBR Polygon,D1,D_TR_1_T1N,Turf,Night,T1,1,16021,2651.622803,251546.875,320.42,0.36448641000000004,0.36448641000000004
DORCIERR_T0N-T3N,SYBR Polygon,D2,D_TR_2_T1N,Turf,Night,T1,2,14940,2611.278809,230704.34375,304.897959,0.40038590999999996,0.40038590999999996
DORCIERR_T0N-T3N,SYBR Polygon,D3,D_TR_3_T1N,Turf,Night,T1,3,15988,2492.471436,252562.8125,326.285714,0.42387126,0.42387126
DORCIERR_T0N-T3N,SYBR Polygon,D4,D_TR_4_T1N,Turf,Night,T1,4,16240,2500.480713,254950.140625,324.8,0.42777368000000004,0.42777368000000004
DORCIERR_T0N-T3N,SYBR Polygon,D5,D_WA_1_T2N,Water control,Night,T2,1,14634,2692.077881,245827.71875,298.653061,0.41393941,0.41393941
DORCIERR_T0N-T3N,SYBR Polygon,D6,D_WA_2_T2N,Water control,Night,T2,2,13999,2712.841797,237444.109375,285.693878,0.40316217000000004,0.40316217000000004
DORCIERR_T0N-T3N,SYBR Polygon,D7,D_WA_3_T2N,Water control,Night,T2,3,14662,2879.904541,263288.21875,299.22449,0.39169694,0.39169694
DORCIERR_T0N-T3N,SYBR Polygon,D8,D_WA_4_T2N,Water control,Night,T2,4,14361,2589.195801,238725.046875,293.081633,0.41110125,0.41110125
DORCIERR_T0N-T3N,SYBR Polygon,E1,D_CC_1_T2N,CCA,Night,T2,1,17307,2807.255127,222421.359375,353.204082,0.36874401,0.36874401
DORCIERR_T0N-T3N,SYBR Polygon,E2,D_CC_2_T2N,CCA,Night,T2,2,15835,2678.543213,221915.40625,329.895833,0.37298316,0.37298316
DORCIERR_T0N-T3N,SYBR Polygon,E3,D_CC_3_T2N,CCA,Night,T2,3,18829,3188.196289,248560.65625,384.265306,0.33763695,0.33763695
DORCIERR_T0N-T3N,SYBR Polygon,E4,D_CC_4_T2N,CCA,Night,T2,4,17944,2926.56958,240735.1875,358.88,0.41742851999999997,0.41742851999999997
DORCIERR_T0N-T3N,SYBR Polygon,E5,D_DT_1_T2N,Dictyota,Night,T2,1,18907,2788.419678,244089.359375,385.857143,0.38843349000000005,0.38843349000000005
DORCIERR_T0N-T3N,SYBR Polygon,E6,D_DT_2_T2N,Dictyota,Night,T2,2,19584,2853.223145,260909.78125,399.673469,0.39139037000000004,0.39139037000000004
DORCIERR_T0N-T3N,SYBR Polygon,E7,D_DT_3_T2N,Dictyota,Night,T2,3,20298,2763.595703,244570.453125,414.244898,0.42098932,0.42098932
DORCIERR_T0N-T3N,SYBR Polygon,E8,D_DT_4_T2N,Dictyota,Night,T2,4,20361,2912.811523,281861.53125,407.22,0.39712508,0.39712508
DORCIERR_T0N-T3N,SYBR Polygon,E9,D_PV_1_T2N,Pocillopora verrucosa,Night,T2,1,21511,2961.709717,245540.859375,439,0.38697897,0.38697897
DORCIERR_T0N-T3N,SYBR Polygon,E10,D_PV_2_T2N,Pocillopora verrucosa,Night,T2,2,21816,2971.926514,250825.765625,436.32,0.394824,0.394824
DORCIERR_T0N-T3N,SYBR Polygon,E11,D_PV_3_T2N,Pocillopora verrucosa,Night,T2,3,21781,3069.851318,255710.28125,444.510204,0.34494172,0.34494172
DORCIERR_T0N-T3N,SYBR Polygon,E12,D_PV_4_T2N,Pocillopora verrucosa,Night,T2,4,21759,2853.321045,264711.21875,444.061224,0.40765513,0.40765513
DORCIERR_T0N-T3N,SYBR Polygon,D9,D_PL_1_T2N,Porites lobata,Night,T2,1,14618,2278.455078,217843.15625,298.326531,0.39084516,0.39084516
DORCIERR_T0N-T3N,SYBR Polygon,D10,D_PL_2_T2N,Porites lobata,Night,T2,2,15562,2462.400635,248754.03125,311.24,0.36967883,0.36967883
DORCIERR_T0N-T3N,SYBR Polygon,D11,D_PL_3_T2N,Porites lobata,Night,T2,3,15153,2190.401123,231577.078125,303.06,0.40294102000000004,0.40294102000000004
DORCIERR_T0N-T3N,SYBR Polygon,D12,D_PL_4_T2N,Porites lobata,Night,T2,4,15261,2238.189941,235800.453125,311.44898,0.38204076,0.38204076
DORCIERR_T0N-T3N,SYBR Polygon,F1,D_TR_1_T2N,Turf,Night,T2,1,21567,2459.855225,207719.421875,440.142857,0.44537832,0.44537832
DORCIERR_T0N-T3N,SYBR Polygon,F2,D_TR_2_T2N,Turf,Night,T2,2,21896,2372.362549,205545.296875,446.857143,0.49105181000000003,0.49105181000000003
DORCIERR_T0N-T3N,SYBR Polygon,F3,D_TR_3_T2N,Turf,Night,T2,3,29535,2281.645752,210787.625,602.755102,0.5784258,0.5784258
DORCIERR_T0N-T3N,SYBR Polygon,F4,D_TR_4_T2N,Turf,Night,T2,4,21202,2327.867676,230390.171875,432.693878,0.53801259,0.53801259
DORCIERR_T0N-T3N,SYBR Polygon,F5,D_WA_1_T3N,Water control,Night,T3,1,21282,2592.179199,233066.109375,434.326531,0.43612443,0.43612443
DORCIERR_T0N-T3N,SYBR Polygon,F6,D_WA_2_T3N,Water control,Night,T3,2,21195,2646.880859,238598.5625,432.55102,0.47111516000000003,0.47111516000000003
DORCIERR_T0N-T3N,SYBR Polygon,F7,D_WA_3_T3N,Water control,Night,T3,3,20851,2662.496094,238615.859375,425.530612,0.4509982,0.4509982
DORCIERR_T0N-T3N,SYBR Polygon,F8,D_WA_4_T3N,Water control,Night,T3,4,20676,2716.182617,246140.484375,421.959184,0.44514296000000003,0.44514296000000003
DORCIERR_T0N-T3N,SYBR Polygon,G1,D_CC_1_T3N,CCA,Night,T3,1,27589,2639.595703,220049.953125,563.040816,0.49617826,0.49617826
DORCIERR_T0N-T3N,SYBR Polygon,G2,D_CC_2_T3N,CCA,Night,T3,2,27389,2664.023193,226037.96875,558.959184,0.55845771,0.55845771
DORCIERR_T0N-T3N,SYBR Polygon,G3,D_CC_3_T3N,CCA,Night,T3,3,31773,2488.317871,189590.28125,648.428571,0.58296943,0.58296943
DORCIERR_T0N-T3N,SYBR Polygon,G4,D_CC_4_T3N,CCA,Night,T3,4,26047,2751.642334,232541.4375,531.571429,0.52987367,0.52987367
DORCIERR_T0N-T3N,SYBR Polygon,G5,D_DT_1_T3N,Dictyota,Night,T3,1,29363,2511.234375,216771.09375,599.244898,0.5357820600000001,0.5357820600000001
DORCIERR_T0N-T3N,SYBR Polygon,G6,D_DT_2_T3N,Dictyota,Night,T3,2,29256,2556.316162,229724.359375,597.061224,0.56130926,0.56130926
DORCIERR_T0N-T3N,SYBR Polygon,G7,D_DT_3_T3N,Dictyota,Night,T3,3,30359,2493.772705,221756.453125,607.18,0.51240548,0.51240548
DORCIERR_T0N-T3N,SYBR Polygon,G8,D_DT_4_T3N,Dictyota,Night,T3,4,28251,2355.133301,228609.140625,565.02,0.58309598,0.58309598
DORCIERR_T0N-T3N,SYBR Polygon,G9,D_PV_1_T3N,Pocillopora verrucosa,Night,T3,1,36841,2734.403809,233985.984375,751.857143,0.53843006,0.53843006
DORCIERR_T0N-T3N,SYBR Polygon,G10,D_PV_2_T3N,Pocillopora verrucosa,Night,T3,2,37544,2667.467041,248021.375,750.88,0.60662466,0.60662466
DORCIERR_T0N-T3N,SYBR Polygon,G11,D_PV_3_T3N,Pocillopora verrucosa,Night,T3,3,37455,2287.474854,232903.46875,749.1,0.62095892,0.62095892
DORCIERR_T0N-T3N,SYBR Polygon,G12,D_PV_4_T3N,Pocillopora verrucosa,Night,T3,4,35579,2283.360352,226291.203125,726.102041,0.65201217,0.65201217
DORCIERR_T0N-T3N,SYBR Polygon,F9,D_PL_1_T3N,Porites lobata,Night,T3,1,27205,2441.098145,233456.953125,555.204082,0.52949649,0.52949649
DORCIERR_T0N-T3N,SYBR Polygon,F10,D_PL_2_T3N,Porites lobata,Night,T3,2,26822,2432.161133,225299.171875,536.44,0.51461023,0.51461023
DORCIERR_T0N-T3N,SYBR Polygon,F11,D_PL_3_T3N,Porites lobata,Night,T3,3,26554,2483.489746,247333.15625,531.08,0.5110272899999999,0.5110272899999999
DORCIERR_T0N-T3N,SYBR Polygon,F12,D_PL_4_T3N,Porites lobata,Night,T3,4,27285,2282.661377,234877.375,556.836735,0.51638972,0.51638972
DORCIERR_T0N-T3N,SYBR Polygon,H1,D_TR_1_T3N,Turf,Night,T3,1,31536,2151.119873,187992.21875,643.591837,0.62590057,0.62590057
DORCIERR_T0N-T3N,SYBR Polygon,H2,D_TR_2_T3N,Turf,Night,T3,2,30533,2357.953369,223002.78125,623.122449,0.64359942,0.64359942
DORCIERR_T0N-T3N,SYBR Polygon,H3,D_TR_3_T3N,Turf,Night,T3,3,31912,2098.36792,206276,651.265306,0.60128502,0.60128502
DORCIERR_T0N-T3N,SYBR Polygon,H4,D_TR_4_T3N,Turf,Night,T3,4,29876,2043.54541,175682.71875,609.714286,0.6026303,0.6026303
DORCIERR_T4N-TFN,SYBR Polygon,A1,D_WA_1_T4N,Water control,Night,T4,1,23493,2277.649658,231844.296875,479.44898,0.3532357,0.3532357
DORCIERR_T4N-TFN,SYBR Polygon,A2,D_WA_2_T4N,Water control,Night,T4,2,22769,2396.231689,250732.859375,455.38,0.36182046,0.36182046
DORCIERR_T4N-TFN,SYBR Polygon,A3,D_WA_3_T4N,Water control,Night,T4,3,21720,2464.017822,237612.3125,443.265306,0.35808494,0.35808494
DORCIERR_T4N-TFN,SYBR Polygon,A4,D_WA_4_T4N,Water control,Night,T4,4,22923,2174.166748,225285.171875,458.46,0.46227842,0.46227842
DORCIERR_T4N-TFN,SYBR Polygon,A9,D_CC_1_T4N,CCA,Night,T4,1,28579,2204.835938,210531.703125,571.58,0.5173699700000001,0.5173699700000001
DORCIERR_T4N-TFN,SYBR Polygon,A10,D_CC_2_T4N,CCA,Night,T4,2,28135,2341.42627,218207.953125,562.7,0.44712669,0.44712669
DORCIERR_T4N-TFN,SYBR Polygon,A11,D_CC_3_T4N,CCA,Night,T4,3,27630,2383.956787,224874.59375,563.877551,0.4239876,0.4239876
DORCIERR_T4N-TFN,SYBR Polygon,A12,D_CC_4_T4N,CCA,Night,T4,4,29306,2085.761963,204292.46875,586.12,0.47410739,0.47410739
DORCIERR_T4N-TFN,SYBR Polygon,B1,D_DT_1_T4N,Dictyota,Night,T4,1,30212,2263.215576,215997.953125,616.571429,0.5153081199999999,0.5153081199999999
DORCIERR_T4N-TFN,SYBR Polygon,B2,D_DT_2_T4N,Dictyota,Night,T4,2,33336,2324.188965,234423.9375,666.72,0.54131822,0.54131822
DORCIERR_T4N-TFN,SYBR Polygon,B3,D_DT_3_T4N,Dictyota,Night,T4,3,30190,2461.479736,214635.5,616.122449,0.49092624,0.49092624
DORCIERR_T4N-TFN,SYBR Polygon,B4,D_DT_4_T4N,Dictyota,Night,T4,4,30133,2407.781494,208336.140625,614.959184,0.49728524999999996,0.49728524999999996
DORCIERR_T4N-TFN,SYBR Polygon,B5,D_PV_1_T4N,Pocillopora verrucosa,Night,T4,1,35350,2278.853271,205303.484375,721.428571,0.5748808799999999,0.5748808799999999
DORCIERR_T4N-TFN,SYBR Polygon,B6,D_PV_2_T4N,Pocillopora verrucosa,Night,T4,2,40028,2296.456299,212090.4375,800.56,0.59101983,0.59101983
DORCIERR_T4N-TFN,SYBR Polygon,B7,D_PV_3_T4N,Pocillopora verrucosa,Night,T4,3,39191,2229.232666,231219.546875,799.816327,0.5827571300000001,0.5827571300000001
DORCIERR_T4N-TFN,SYBR Polygon,B8,D_PV_4_T4N,Pocillopora verrucosa,Night,T4,4,39285,2224.946777,227623.40625,785.7,0.61031879,0.61031879
DORCIERR_T4N-TFN,SYBR Polygon,A5,D_PL_1_T4N,Porites lobata,Night,T4,1,28243,2169.259277,228299.203125,564.86,0.51655205,0.51655205
DORCIERR_T4N-TFN,SYBR Polygon,A6,D_PL_2_T4N,Porites lobata,Night,T4,2,30127,2184.535645,221865.59375,614.836735,0.49211846000000004,0.49211846000000004
DORCIERR_T4N-TFN,SYBR Polygon,A7,D_PL_3_T4N,Porites lobata,Night,T4,3,29808,2098.320313,220670.046875,608.326531,0.47156349,0.47156349
DORCIERR_T4N-TFN,SYBR Polygon,A8,D_PL_4_T4N,Porites lobata,Night,T4,4,30328,2147.410156,225650.0625,606.56,0.50515515,0.50515515
DORCIERR_T4N-TFN,SYBR Polygon,B9,D_TR_1_T4N,Turf,Night,T4,1,34045,2271.841309,200999.75,680.9,0.51391006,0.51391006
DORCIERR_T4N-TFN,SYBR Polygon,B10,D_TR_2_T4N,Turf,Night,T4,2,33320,2282.647217,209090.171875,680,0.53108065,0.53108065
DORCIERR_T4N-TFN,SYBR Polygon,B11,D_TR_3_T4N,Turf,Night,T4,3,34446,2136.456055,204421.984375,702.979592,0.55249735,0.55249735
DORCIERR_T4N-TFN,SYBR Polygon,B12,D_TR_4_T4N,Turf,Night,T4,4,29621,2050.530273,201075.71875,604.510204,0.52733617,0.52733617
DORCIERR_T4N-TFN,SYBR Polygon,C1,D_WA_1_T5N,Water control,Night,T5,1,22670,1884.49353,205111.171875,462.653061,0.68425342,0.68425342
DORCIERR_T4N-TFN,SYBR Polygon,C2,D_WA_2_T5N,Water control,Night,T5,2,23554,2491.322266,254195.125,471.08,0.50493054,0.50493054
DORCIERR_T4N-TFN,SYBR Polygon,C3,D_WA_3_T5N,Water control,Night,T5,3,22391,2208.260254,218570.0625,447.82,0.54151249,0.54151249
DORCIERR_T4N-TFN,SYBR Polygon,C4,D_WA_4_T5N,Water control,Night,T5,4,22122,2341.895508,233762.234375,451.469388,0.5349422100000001,0.5349422100000001
DORCIERR_T4N-TFN,SYBR Polygon,C9,D_CC_1_T5N,CCA,Night,T5,1,27532,2342.879883,218429.28125,561.877551,0.56354518,0.56354518
DORCIERR_T4N-TFN,SYBR Polygon,C10,D_CC_2_T5N,CCA,Night,T5,2,25583,2315.084961,207415.109375,511.66,0.55248893,0.55248893
DORCIERR_T4N-TFN,SYBR Polygon,C11,D_CC_3_T5N,CCA,Night,T5,3,28659,2305.975098,212272.25,573.18,0.52737243,0.52737243
DORCIERR_T4N-TFN,SYBR Polygon,C12,D_CC_4_T5N,CCA,Night,T5,4,29279,2260.569336,219257.296875,585.58,0.48897759,0.48897759
DORCIERR_T4N-TFN,SYBR Polygon,D1,D_DT_1_T5N,Dictyota,Night,T5,1,32640,2263.097168,253644.265625,666.122449,0.56904758,0.56904758
DORCIERR_T4N-TFN,SYBR Polygon,D2,D_DT_2_T5N,Dictyota,Night,T5,2,32040,2184.469238,231005.8125,653.877551,0.55684939,0.55684939
DORCIERR_T4N-TFN,SYBR Polygon,D3,D_DT_3_T5N,Dictyota,Night,T5,3,32796,2117.604004,234461.875,669.306122,0.5783209,0.5783209
DORCIERR_T4N-TFN,SYBR Polygon,D4,D_DT_4_T5N,Dictyota,Night,T5,4,30992,2229.045898,221992.265625,632.489796,0.55856538,0.55856538
DORCIERR_T4N-TFN,SYBR Polygon,D5,D_PV_1_T5N,Pocillopora verrucosa,Night,T5,1,35444,2113.87793,215021.265625,708.88,0.64111423,0.64111423
DORCIERR_T4N-TFN,SYBR Polygon,D6,D_PV_2_T5N,Pocillopora verrucosa,Night,T5,2,38758,2084.352539,231778.453125,775.16,0.67861958,0.67861958
DORCIERR_T4N-TFN,SYBR Polygon,D7,D_PV_3_T5N,Pocillopora verrucosa,Night,T5,3,34764,2111.190674,218555.6875,709.469388,0.6676397199999999,0.6676397199999999
DORCIERR_T4N-TFN,SYBR Polygon,D8,D_PV_4_T5N,Pocillopora verrucosa,Night,T5,4,34776,1750.888428,196098.125,709.714286,0.7835079399999999,0.7835079399999999
DORCIERR_T4N-TFN,SYBR Polygon,C5,D_PL_1_T5N,Porites lobata,Night,T5,1,29713,2218.981201,231650.25,606.387755,0.6261696,0.6261696
DORCIERR_T4N-TFN,SYBR Polygon,C6,D_PL_2_T5N,Porites lobata,Night,T5,2,31500,2046.929199,220220.9375,642.857143,0.61395131,0.61395131
DORCIERR_T4N-TFN,SYBR Polygon,C7,D_PL_3_T5N,Porites lobata,Night,T5,3,29123,2186.292969,248774.796875,594.346939,0.5810770399999999,0.5810770399999999
DORCIERR_T4N-TFN,SYBR Polygon,C8,D_PL_4_T5N,Porites lobata,Night,T5,4,31319,2167.346191,225539.015625,639.163265,0.62020278,0.62020278
DORCIERR_T4N-TFN,SYBR Polygon,D9,D_TR_1_T5N,Turf,Night,T5,1,32515,1994.745361,198557.953125,650.3,0.6156161800000001,0.6156161800000001
DORCIERR_T4N-TFN,SYBR Polygon,D10,D_TR_2_T5N,Turf,Night,T5,2,34403,2046.697388,207341.390625,702.102041,0.62406806,0.62406806
DORCIERR_T4N-TFN,SYBR Polygon,D11,D_TR_3_T5N,Turf,Night,T5,3,34244,2019.31543,208651.109375,698.857143,0.56489607,0.56489607
DORCIERR_T4N-TFN,SYBR Polygon,D12,D_TR_4_T5N,Turf,Night,T5,4,32358,2082.52417,210144.046875,647.16,0.5541417599999999,0.5541417599999999
DORCIERR_T4N-TFN,SYBR Polygon,E1,D_WA_1_T6N,Water control,Night,T6,1,22933,2380.674805,224255.4375,458.66,0.44484316999999995,0.44484316999999995
DORCIERR_T4N-TFN,SYBR Polygon,E2,D_WA_2_T6N,Water control,Night,T6,2,25927,2658.511475,258405.265625,518.54,0.42178298,0.42178298
DORCIERR_T4N-TFN,SYBR Polygon,E3,D_WA_3_T6N,Water control,Night,T6,3,24416,2598.478027,260453.1875,488.32,0.46447391000000005,0.46447391000000005
DORCIERR_T4N-TFN,SYBR Polygon,E4,D_WA_4_T6N,Water control,Night,T6,4,24525,2497.895508,255000.9375,500.510204,0.43973679,0.43973679
DORCIERR_T4N-TFN,SYBR Polygon,E9,D_CC_1_T6N,CCA,Night,T6,1,22601,2438.37207,211474.5625,452.02,0.42715933,0.42715933
DORCIERR_T4N-TFN,SYBR Polygon,E10,D_CC_2_T6N,CCA,Night,T6,2,23414,2463.787598,217355.296875,468.28,0.39501299,0.39501299
DORCIERR_T4N-TFN,SYBR Polygon,E11,D_CC_3_T6N,CCA,Night,T6,3,21385,2418.97583,210406.796875,436.428571,0.40111415,0.40111415
DORCIERR_T4N-TFN,SYBR Polygon,E12,D_CC_4_T6N,CCA,Night,T6,4,24587,2500.678223,223242.328125,501.77551,0.42017568,0.42017568
DORCIERR_T4N-TFN,SYBR Polygon,F1,D_DT_1_T6N,Dictyota,Night,T6,1,26149,2357.827148,223279.21875,533.653061,0.43182944,0.43182944
DORCIERR_T4N-TFN,SYBR Polygon,F2,D_DT_2_T6N,Dictyota,Night,T6,2,25589,2435.37085,230265.15625,522.22449,0.5146621100000001,0.5146621100000001
DORCIERR_T4N-TFN,SYBR Polygon,F3,D_DT_3_T6N,Dictyota,Night,T6,3,26239,2348.034424,226908.578125,535.489796,0.53821382,0.53821382
DORCIERR_T4N-TFN,SYBR Polygon,F4,D_DT_4_T6N,Dictyota,Night,T6,4,25088,2083.661133,211660.203125,512,0.53197625,0.53197625
DORCIERR_T4N-TFN,SYBR Polygon,F5,D_PV_1_T6N,Pocillopora verrucosa,Night,T6,1,19126,2323.154541,194471.46875,390.326531,0.47551091,0.47551091
DORCIERR_T4N-TFN,SYBR Polygon,F6,D_PV_2_T6N,Pocillopora verrucosa,Night,T6,2,26839,2561.458252,228613.828125,536.78,0.53083465,0.53083465
DORCIERR_T4N-TFN,SYBR Polygon,F7,D_PV_3_T6N,Pocillopora verrucosa,Night,T6,3,24961,2430.012695,223509.234375,499.22,0.4613181,0.4613181
DORCIERR_T4N-TFN,SYBR Polygon,F8,D_PV_4_T6N,Pocillopora verrucosa,Night,T6,4,24161,2547.999756,243046.46875,493.081633,0.50950001,0.50950001
DORCIERR_T4N-TFN,SYBR Polygon,E5,D_PL_1_T6N,Porites lobata,Night,T6,1,31701,2245.791992,230923.234375,646.959184,0.5416567,0.5416567
DORCIERR_T4N-TFN,SYBR Polygon,E6,D_PL_2_T6N,Porites lobata,Night,T6,2,31057,2196.896729,233614.203125,621.14,0.57732131,0.57732131
DORCIERR_T4N-TFN,SYBR Polygon,E7,D_PL_3_T6N,Porites lobata,Night,T6,3,28334,1934.158813,210631.21875,566.68,0.7816491499999999,0.7816491499999999
DORCIERR_T4N-TFN,SYBR Polygon,E8,D_PL_4_T6N,Porites lobata,Night,T6,4,28710,1806.541016,199812.84375,585.918367,0.80729972,0.80729972
DORCIERR_T4N-TFN,SYBR Polygon,F9,D_TR_1_T6N,Turf,Night,T6,1,27174,2127.390869,211092.90625,554.571429,0.52418981,0.52418981
DORCIERR_T4N-TFN,SYBR Polygon,F10,D_TR_2_T6N,Turf,Night,T6,2,25021,2118.987793,203917.328125,510.632653,0.50710363,0.50710363
DORCIERR_T4N-TFN,SYBR Polygon,F11,D_TR_3_T6N,Turf,Night,T6,3,25960,2323.479004,215888.71875,529.795918,0.47170839999999997,0.47170839999999997
DORCIERR_T4N-TFN,SYBR Polygon,F12,D_TR_4_T6N,Turf,Night,T6,4,20930,1856.394165,164472.84375,427.142857,0.62717248,0.62717248
DORCIERR_T4N-TFN,SYBR Polygon,G1,D_WA_1_TFN,Water control,Night,TF,1,22645,2526.49707,258763.40625,462.142857,0.5057058,0.5057058
DORCIERR_T4N-TFN,SYBR Polygon,G2,D_WA_2_TFN,Water control,Night,TF,2,21879,3030.245117,263835.625,446.510204,0.47021277,0.47021277
DORCIERR_T4N-TFN,SYBR Polygon,G3,D_WA_3_TFN,Water control,Night,TF,3,21624,3258.738037,282292.8125,441.306122,0.49981509,0.49981509
DORCIERR_T4N-TFN,SYBR Polygon,G4,D_WA_4_TFN,Water control,Night,TF,4,21849,1967.283813,224510.34375,445.897959,0.7398415300000001,0.7398415300000001
DORCIERR_T4N-TFN,SYBR Polygon,G9,D_CC_1_TFN,CCA,Night,TF,1,18773,2744.414551,233092.828125,375.46,0.42252031,0.42252031
DORCIERR_T4N-TFN,SYBR Polygon,G10,D_CC_2_TFN,CCA,Night,TF,2,16863,3020.063232,237665.15625,344.142857,0.41690565999999996,0.41690565999999996
DORCIERR_T4N-TFN,SYBR Polygon,G11,D_CC_3_TFN,CCA,Night,TF,3,17801,2665.178223,213232.109375,363.285714,0.38903337,0.38903337
DORCIERR_T4N-TFN,SYBR Polygon,G12,D_CC_4_TFN,CCA,Night,TF,4,20789,2558.364258,238015.75,424.265306,0.40170428,0.40170428
DORCIERR_T4N-TFN,SYBR Polygon,H1,D_DT_1_TFN,Dictyota,Night,TF,1,22064,2548.888672,239156.65625,450.285714,0.45601852,0.45601852
